customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category,cohort_month,cohort_month_dt
CUST03950,2023-03-26,Email Referral,224.95,Kolkata,Tier 1,51,Female,Personal Care,2023-03,2023-03
CUST03951,2022-12-21,Paid Instagram,963.54,Bengaluru,Tier 1,19,Female,Haircare,2022-12,2022-12
CUST03952,2022-02-11,Email Referral,237.48,Pune,Tier 1,35,Male,Personal Care,2022-02,2022-02
CUST03953,2022-05-22,Organic Search,109.62,Chennai,Tier 1,39,Male,Personal Care,2022-05,2022-05
CUST03954,2024-05-23,Direct,112.41,Jaipur,Tier 2,22,Female,Haircare,2024-05,2024-05
CUST03955,2024-04-20,Organic Search,181.75,Nagpur,Tier 3,27,Male,Supplements,2024-04,2024-04
CUST03956,2022-06-24,Organic Search,275.9,Nagpur,Tier 3,40,Male,Haircare,2022-06,2022-06
CUST03957,2024-05-31,Influencer,1646.84,Mumbai,Tier 1,39,Male,Haircare,2024-05,2024-05
CUST03958,2022-06-12,Paid Instagram,1050.07,Bengaluru,Tier 1,31,Male,Supplements,2022-06,2022-06
CUST03959,2023-10-19,Paid Google,744.29,Chennai,Tier 1,43,Female,Skincare,2023-10,2023-10
CUST03960,2024-04-30,Email Referral,283.26,Bengaluru,Tier 1,24,Female,Skincare,2024-04,2024-04
CUST03961,2023-01-19,Influencer,1268.49,Bengaluru,Tier 1,35,Female,Supplements,2023-01,2023-01
CUST03962,2022-06-19,Organic Search,234.44,Bengaluru,Tier 1,45,Male,Haircare,2022-06,2022-06
CUST03963,2023-11-21,Influencer,1669.08,Kolkata,Tier 1,39,Male,Personal Care,2023-11,2023-11
CUST03964,2023-04-01,Paid Google,789.62,Hyderabad,Tier 1,38,Female,Skincare,2023-04,2023-04
CUST03965,2023-01-06,Influencer,1897.81,Bengaluru,Tier 1,34,Male,Haircare,2023-01,2023-01
CUST03966,2022-11-10,Organic Search,253.17,Delhi,Tier 1,52,Female,Personal Care,2022-11,2022-11
CUST03967,2024-05-30,Paid Instagram,1138.21,Hyderabad,Tier 1,27,Male,Supplements,2024-05,2024-05
CUST03968,2024-05-29,Organic Search,197.38,Surat,Tier 2,33,Female,Skincare,2024-05,2024-05
CUST03969,2023-01-04,Paid Google,833.31,Pune,Tier 1,21,Male,Skincare,2023-01,2023-01
CUST03970,2022-12-08,Paid Instagram,1077.41,Ahmedabad,Tier 1,32,Male,Supplements,2022-12,2022-12
CUST03971,2022-03-15,Paid Instagram,1195.56,Jaipur,Tier 2,52,Female,Haircare,2022-03,2022-03
CUST03972,2023-01-10,Paid Google,850.24,Hyderabad,Tier 1,43,Female,Haircare,2023-01,2023-01
CUST03973,2023-10-26,Paid Google,916.94,Indore,Tier 3,37,Female,Supplements,2023-10,2023-10
CUST03974,2023-01-19,Email Referral,273.91,Hyderabad,Tier 1,38,Female,Haircare,2023-01,2023-01
CUST03975,2023-01-17,Influencer,1119.42,Bengaluru,Tier 1,40,Female,Supplements,2023-01,2023-01
CUST03976,2023-01-06,Email Referral,169.54,Chandigarh,Tier 2,44,Female,Haircare,2023-01,2023-01
CUST03977,2023-06-28,Email Referral,202.5,Jaipur,Tier 2,25,Male,Personal Care,2023-06,2023-06
CUST03978,2022-08-07,Paid Instagram,1193.12,Kolkata,Tier 1,37,Female,Supplements,2022-08,2022-08
CUST03979,2022-04-15,Paid Instagram,1284.12,Delhi,Tier 1,46,Male,Skincare,2022-04,2022-04
CUST03980,2023-05-20,Paid Google,844.57,Ahmedabad,Tier 1,33,Other,Skincare,2023-05,2023-05
CUST03981,2024-01-01,Influencer,1474.05,Bengaluru,Tier 1,20,Female,Haircare,2024-01,2024-01
CUST03982,2022-10-18,Influencer,1943.24,Bengaluru,Tier 1,20,Female,Skincare,2022-10,2022-10
CUST03983,2024-04-24,Paid Instagram,811.58,Bengaluru,Tier 1,47,Female,Skincare,2024-04,2024-04
CUST03984,2022-02-10,Organic Search,187.67,Kolkata,Tier 1,20,Male,Personal Care,2022-02,2022-02
CUST03985,2023-10-24,Influencer,1136.79,Delhi,Tier 1,52,Female,Haircare,2023-10,2023-10
CUST03986,2022-11-17,Direct,59.79,Bengaluru,Tier 1,27,Female,Supplements,2022-11,2022-11
CUST03987,2024-03-10,Influencer,1704.64,Delhi,Tier 1,45,Female,Haircare,2024-03,2024-03
CUST03988,2022-07-22,Paid Google,843.4,Jaipur,Tier 2,33,Female,Supplements,2022-07,2022-07
CUST03989,2023-09-01,Organic Search,197.81,Hyderabad,Tier 1,47,Female,Haircare,2023-09,2023-09
CUST03990,2022-03-29,Paid Google,715.24,Indore,Tier 3,40,Male,Haircare,2022-03,2022-03
CUST03991,2022-03-18,Organic Search,109.43,Bengaluru,Tier 1,47,Male,Supplements,2022-03,2022-03
CUST03992,2023-10-13,Paid Instagram,1168.69,Bengaluru,Tier 1,45,Female,Haircare,2023-10,2023-10
CUST03993,2023-12-31,Paid Google,883.89,Jaipur,Tier 2,46,Male,Skincare,2023-12,2023-12
CUST03994,2022-10-02,Direct,52.23,Chennai,Tier 1,18,Male,Personal Care,2022-10,2022-10
CUST03995,2022-08-22,Organic Search,254.84,Jaipur,Tier 2,45,Male,Haircare,2022-08,2022-08
CUST03996,2022-01-26,Paid Google,1087.15,Chennai,Tier 1,39,Female,Personal Care,2022-01,2022-01
CUST03997,2024-01-17,Paid Instagram,1154.78,Hyderabad,Tier 1,34,Male,Skincare,2024-01,2024-01
CUST03998,2023-06-03,Paid Instagram,1113.85,Surat,Tier 2,45,Male,Skincare,2023-06,2023-06
CUST03999,2022-05-10,Paid Instagram,1374.15,Ahmedabad,Tier 1,28,Female,Haircare,2022-05,2022-05
CUST04000,2022-06-12,Paid Google,641.3,Jaipur,Tier 2,24,Female,Haircare,2022-06,2022-06
CUST04001,2024-04-09,Email Referral,211.23,Pune,Tier 1,38,Female,Supplements,2024-04,2024-04
CUST04002,2022-10-07,Organic Search,174.46,Bengaluru,Tier 1,31,Female,Supplements,2022-10,2022-10
CUST04003,2022-03-20,Paid Google,648.78,Mumbai,Tier 1,52,Male,Supplements,2022-03,2022-03
CUST04004,2023-01-27,Paid Instagram,912.55,Chandigarh,Tier 2,19,Male,Haircare,2023-01,2023-01
CUST04005,2023-07-20,Paid Instagram,1186.08,Lucknow,Tier 2,24,Male,Haircare,2023-07,2023-07
CUST04006,2024-01-10,Paid Google,750.45,Hyderabad,Tier 1,24,Female,Supplements,2024-01,2024-01
CUST04007,2022-03-24,Email Referral,284.15,Delhi,Tier 1,28,Female,Skincare,2022-03,2022-03
CUST04008,2023-06-19,Paid Google,721.47,Delhi,Tier 1,35,Other,Skincare,2023-06,2023-06
CUST04009,2023-03-30,Paid Instagram,924.24,Delhi,Tier 1,42,Female,Skincare,2023-03,2023-03
CUST04010,2024-06-18,Influencer,2112.15,Jaipur,Tier 2,47,Male,Skincare,2024-06,2024-06
CUST04011,2022-01-11,Organic Search,232.28,Nagpur,Tier 3,48,Female,Haircare,2022-01,2022-01
CUST04012,2023-01-22,Organic Search,220.74,Delhi,Tier 1,18,Female,Personal Care,2023-01,2023-01
CUST04013,2022-03-09,Organic Search,137.11,Pune,Tier 1,24,Female,Skincare,2022-03,2022-03
CUST04014,2023-06-21,Paid Google,797.38,Lucknow,Tier 2,21,Male,Skincare,2023-06,2023-06
CUST04015,2024-04-13,Influencer,1149.19,Pune,Tier 1,28,Female,Supplements,2024-04,2024-04
CUST04016,2024-03-25,Organic Search,222.95,Hyderabad,Tier 1,47,Female,Skincare,2024-03,2024-03
CUST04017,2022-11-27,Paid Google,942.34,Kolkata,Tier 1,32,Female,Skincare,2022-11,2022-11
CUST04018,2022-09-14,Paid Google,884.56,Jaipur,Tier 2,49,Male,Haircare,2022-09,2022-09
CUST04019,2022-12-11,Paid Google,1099.02,Jaipur,Tier 2,46,Male,Skincare,2022-12,2022-12
CUST04020,2024-01-26,Influencer,1714.52,Surat,Tier 2,24,Female,Haircare,2024-01,2024-01
CUST04021,2023-04-21,Influencer,1608.61,Kochi,Tier 2,29,Female,Supplements,2023-04,2023-04
CUST04022,2022-03-10,Direct,113.76,Pune,Tier 1,43,Male,Supplements,2022-03,2022-03
CUST04023,2023-02-16,Direct,64.06,Jaipur,Tier 2,25,Female,Skincare,2023-02,2023-02
CUST04024,2023-06-07,Influencer,1971.93,Hyderabad,Tier 1,50,Female,Haircare,2023-06,2023-06
CUST04025,2023-01-12,Paid Instagram,1253.6,Chennai,Tier 1,37,Female,Skincare,2023-01,2023-01
CUST04026,2023-01-06,Paid Instagram,1331.23,Hyderabad,Tier 1,38,Male,Personal Care,2023-01,2023-01
CUST04027,2022-09-17,Paid Google,708.84,Bengaluru,Tier 1,40,Female,Haircare,2022-09,2022-09
CUST04028,2022-11-08,Organic Search,261.56,Mumbai,Tier 1,23,Female,Haircare,2022-11,2022-11
CUST04029,2023-08-09,Paid Instagram,1107.94,Bengaluru,Tier 1,48,Female,Skincare,2023-08,2023-08
CUST04030,2022-12-14,Direct,136.23,Jaipur,Tier 2,47,Female,Personal Care,2022-12,2022-12
CUST04031,2023-05-13,Paid Instagram,915.35,Ahmedabad,Tier 1,40,Female,Personal Care,2023-05,2023-05
CUST04032,2023-08-10,Direct,62.96,Bengaluru,Tier 1,42,Female,Skincare,2023-08,2023-08
CUST04033,2022-09-17,Direct,73.19,Chennai,Tier 1,38,Female,Personal Care,2022-09,2022-09
CUST04034,2022-09-23,Paid Google,878.68,Mumbai,Tier 1,43,Female,Personal Care,2022-09,2022-09
CUST04035,2022-01-10,Email Referral,194.89,Bengaluru,Tier 1,38,Male,Personal Care,2022-01,2022-01
CUST04036,2023-11-16,Organic Search,268.55,Lucknow,Tier 2,48,Male,Skincare,2023-11,2023-11
CUST04037,2022-07-01,Paid Instagram,1274.75,Delhi,Tier 1,46,Female,Personal Care,2022-07,2022-07
CUST04038,2022-09-28,Email Referral,218.06,Nagpur,Tier 3,18,Female,Supplements,2022-09,2022-09
CUST04039,2024-05-29,Email Referral,210.69,Mumbai,Tier 1,46,Male,Haircare,2024-05,2024-05
CUST04040,2023-07-09,Email Referral,218.89,Mumbai,Tier 1,19,Male,Supplements,2023-07,2023-07
CUST04041,2022-02-22,Paid Instagram,1267.67,Hyderabad,Tier 1,41,Male,Supplements,2022-02,2022-02
CUST04042,2023-02-28,Email Referral,171.04,Lucknow,Tier 2,21,Female,Personal Care,2023-02,2023-02
CUST04043,2024-06-21,Paid Google,744.97,Hyderabad,Tier 1,40,Female,Personal Care,2024-06,2024-06
CUST04044,2023-08-02,Paid Instagram,891.02,Jaipur,Tier 2,42,Male,Haircare,2023-08,2023-08
CUST04045,2022-12-12,Paid Google,1094.49,Delhi,Tier 1,19,Male,Skincare,2022-12,2022-12
CUST04046,2022-09-22,Organic Search,176.05,Kochi,Tier 2,40,Male,Skincare,2022-09,2022-09
CUST04047,2023-01-24,Email Referral,295.78,Kolkata,Tier 1,29,Male,Personal Care,2023-01,2023-01
CUST04048,2023-06-16,Paid Instagram,1045.86,Mumbai,Tier 1,48,Female,Personal Care,2023-06,2023-06
CUST04049,2024-06-30,Email Referral,269.23,Hyderabad,Tier 1,47,Female,Haircare,2024-06,2024-06
CUST04050,2024-04-25,Influencer,1513.87,Hyderabad,Tier 1,49,Female,Haircare,2024-04,2024-04
CUST04051,2024-04-07,Email Referral,238.81,Kolkata,Tier 1,23,Female,Personal Care,2024-04,2024-04
CUST04052,2023-01-02,Organic Search,210.78,Mumbai,Tier 1,44,Female,Skincare,2023-01,2023-01
CUST04053,2023-10-31,Paid Google,743.71,Chandigarh,Tier 2,28,Female,Haircare,2023-10,2023-10
CUST04054,2022-05-27,Paid Instagram,1153.63,Delhi,Tier 1,32,Female,Personal Care,2022-05,2022-05
CUST04055,2023-02-15,Paid Instagram,1333.76,Jaipur,Tier 2,42,Female,Supplements,2023-02,2023-02
CUST04056,2023-11-28,Organic Search,179.77,Chandigarh,Tier 2,40,Male,Haircare,2023-11,2023-11
CUST04057,2023-07-05,Paid Google,761.56,Surat,Tier 2,26,Female,Skincare,2023-07,2023-07
CUST04058,2022-12-18,Paid Instagram,1229.24,Delhi,Tier 1,21,Female,Personal Care,2022-12,2022-12
CUST04059,2022-09-29,Email Referral,327.16,Delhi,Tier 1,39,Female,Personal Care,2022-09,2022-09
CUST04060,2022-12-15,Organic Search,123.29,Delhi,Tier 1,51,Male,Supplements,2022-12,2022-12
CUST04061,2022-12-25,Paid Instagram,1342.71,Indore,Tier 3,51,Male,Supplements,2022-12,2022-12
CUST04062,2023-03-31,Paid Instagram,1396.01,Hyderabad,Tier 1,26,Female,Skincare,2023-03,2023-03
CUST04063,2024-05-30,Influencer,1566.7,Indore,Tier 3,51,Male,Personal Care,2024-05,2024-05
CUST04064,2022-01-29,Influencer,1146.25,Ahmedabad,Tier 1,26,Female,Haircare,2022-01,2022-01
CUST04065,2023-05-08,Email Referral,329.87,Mumbai,Tier 1,38,Female,Personal Care,2023-05,2023-05
CUST04066,2023-08-30,Direct,116.18,Jaipur,Tier 2,52,Male,Personal Care,2023-08,2023-08
CUST04067,2024-06-25,Paid Instagram,921.79,Chennai,Tier 1,22,Female,Haircare,2024-06,2024-06
CUST04068,2023-08-05,Email Referral,231.74,Bengaluru,Tier 1,25,Female,Personal Care,2023-08,2023-08
CUST04069,2022-04-28,Paid Google,717.23,Hyderabad,Tier 1,29,Female,Skincare,2022-04,2022-04
CUST04070,2022-01-20,Influencer,1871.74,Bengaluru,Tier 1,29,Female,Supplements,2022-01,2022-01
CUST04071,2022-03-23,Paid Google,610.6,Delhi,Tier 1,28,Male,Skincare,2022-03,2022-03
CUST04072,2024-06-27,Paid Instagram,978.53,Chennai,Tier 1,35,Female,Supplements,2024-06,2024-06
CUST04073,2023-09-27,Influencer,2051.38,Mumbai,Tier 1,22,Female,Supplements,2023-09,2023-09
CUST04074,2022-05-15,Paid Google,759.77,Surat,Tier 2,19,Male,Supplements,2022-05,2022-05
CUST04075,2023-11-29,Paid Instagram,1068.39,Ahmedabad,Tier 1,35,Female,Skincare,2023-11,2023-11
CUST04076,2024-01-09,Paid Instagram,1088.77,Hyderabad,Tier 1,39,Female,Haircare,2024-01,2024-01
CUST04077,2023-08-10,Paid Instagram,1104.61,Indore,Tier 3,49,Female,Haircare,2023-08,2023-08
CUST04078,2022-08-10,Organic Search,241.44,Hyderabad,Tier 1,18,Female,Skincare,2022-08,2022-08
CUST04079,2022-12-10,Email Referral,268.88,Hyderabad,Tier 1,32,Female,Personal Care,2022-12,2022-12
CUST04080,2024-01-30,Paid Instagram,1005.34,Ahmedabad,Tier 1,24,Male,Personal Care,2024-01,2024-01
CUST04081,2023-01-09,Paid Instagram,864.11,Mumbai,Tier 1,45,Female,Personal Care,2023-01,2023-01
CUST04082,2022-01-29,Organic Search,170.08,Pune,Tier 1,26,Female,Haircare,2022-01,2022-01
CUST04083,2024-01-09,Influencer,1362.1,Bengaluru,Tier 1,27,Male,Personal Care,2024-01,2024-01
CUST04084,2024-05-01,Email Referral,279.49,Delhi,Tier 1,30,Male,Supplements,2024-05,2024-05
CUST04085,2023-08-31,Influencer,1478.04,Chandigarh,Tier 2,41,Male,Skincare,2023-08,2023-08
CUST04086,2024-05-12,Paid Instagram,1162.61,Delhi,Tier 1,46,Female,Haircare,2024-05,2024-05
CUST04087,2024-03-17,Direct,133.05,Hyderabad,Tier 1,47,Female,Skincare,2024-03,2024-03
CUST04088,2022-11-14,Direct,79.9,Chandigarh,Tier 2,47,Male,Personal Care,2022-11,2022-11
CUST04089,2022-05-14,Paid Instagram,847.84,Bengaluru,Tier 1,52,Female,Skincare,2022-05,2022-05
CUST04090,2023-10-31,Paid Instagram,1386.04,Pune,Tier 1,48,Male,Haircare,2023-10,2023-10
CUST04091,2023-10-24,Organic Search,257.88,Hyderabad,Tier 1,48,Female,Supplements,2023-10,2023-10
CUST04092,2023-10-13,Paid Google,914.83,Bengaluru,Tier 1,39,Male,Personal Care,2023-10,2023-10
CUST04093,2022-06-18,Influencer,2053.71,Pune,Tier 1,41,Female,Supplements,2022-06,2022-06
CUST04094,2024-02-10,Direct,80.74,Kolkata,Tier 1,51,Male,Skincare,2024-02,2024-02
CUST04095,2023-09-21,Email Referral,159.38,Chandigarh,Tier 2,32,Female,Skincare,2023-09,2023-09
CUST04096,2022-05-09,Organic Search,216.24,Bengaluru,Tier 1,44,Male,Skincare,2022-05,2022-05
CUST04097,2023-08-05,Organic Search,220.28,Bengaluru,Tier 1,44,Male,Personal Care,2023-08,2023-08
CUST04098,2023-03-02,Paid Instagram,1327.39,Mumbai,Tier 1,43,Female,Haircare,2023-03,2023-03
CUST04099,2022-09-25,Paid Instagram,1353.71,Pune,Tier 1,32,Female,Haircare,2022-09,2022-09
CUST04100,2024-02-18,Paid Instagram,1374.48,Mumbai,Tier 1,21,Male,Supplements,2024-02,2024-02
CUST04101,2022-09-05,Paid Instagram,1226.45,Mumbai,Tier 1,47,Female,Haircare,2022-09,2022-09
CUST04102,2022-03-09,Paid Google,1080.0,Delhi,Tier 1,39,Female,Skincare,2022-03,2022-03
CUST04103,2023-10-12,Email Referral,203.18,Mumbai,Tier 1,32,Female,Supplements,2023-10,2023-10
CUST04104,2024-01-25,Organic Search,260.23,Bengaluru,Tier 1,28,Female,Haircare,2024-01,2024-01
CUST04105,2024-02-19,Email Referral,214.61,Ahmedabad,Tier 1,44,Male,Personal Care,2024-02,2024-02
CUST04106,2024-03-27,Email Referral,346.59,Kochi,Tier 2,33,Male,Skincare,2024-03,2024-03
CUST04107,2022-06-20,Email Referral,332.56,Hyderabad,Tier 1,37,Female,Haircare,2022-06,2022-06
CUST04108,2022-01-11,Paid Google,701.4,Mumbai,Tier 1,19,Female,Skincare,2022-01,2022-01
CUST04109,2024-05-12,Paid Google,633.78,Hyderabad,Tier 1,37,Female,Personal Care,2024-05,2024-05
CUST04110,2022-09-13,Influencer,1876.23,Lucknow,Tier 2,38,Female,Skincare,2022-09,2022-09
CUST04111,2022-10-18,Organic Search,149.72,Delhi,Tier 1,43,Female,Haircare,2022-10,2022-10
CUST04112,2024-02-07,Organic Search,186.57,Mumbai,Tier 1,41,Male,Supplements,2024-02,2024-02
CUST04113,2022-08-19,Direct,80.58,Pune,Tier 1,32,Male,Personal Care,2022-08,2022-08
CUST04114,2022-10-11,Influencer,1333.21,Bengaluru,Tier 1,29,Male,Supplements,2022-10,2022-10
CUST04115,2023-04-26,Paid Instagram,933.46,Chennai,Tier 1,47,Female,Skincare,2023-04,2023-04
CUST04116,2022-09-10,Email Referral,246.28,Mumbai,Tier 1,35,Female,Haircare,2022-09,2022-09
CUST04117,2022-08-24,Paid Instagram,860.88,Hyderabad,Tier 1,29,Female,Personal Care,2022-08,2022-08
CUST04118,2022-01-23,Direct,103.87,Pune,Tier 1,30,Male,Personal Care,2022-01,2022-01
CUST04119,2022-09-05,Paid Instagram,826.89,Delhi,Tier 1,22,Female,Haircare,2022-09,2022-09
CUST04120,2022-05-16,Paid Instagram,1291.31,Bengaluru,Tier 1,49,Male,Supplements,2022-05,2022-05
CUST04121,2022-11-29,Direct,99.87,Chennai,Tier 1,35,Male,Skincare,2022-11,2022-11
CUST04122,2022-06-05,Paid Google,1008.91,Surat,Tier 2,37,Male,Personal Care,2022-06,2022-06
CUST04123,2022-03-22,Paid Google,678.13,Pune,Tier 1,41,Male,Haircare,2022-03,2022-03
CUST04124,2023-06-07,Paid Google,617.8,Jaipur,Tier 2,49,Male,Skincare,2023-06,2023-06
CUST04125,2024-05-14,Influencer,2174.98,Delhi,Tier 1,40,Male,Supplements,2024-05,2024-05
CUST04126,2022-08-17,Organic Search,162.01,Kolkata,Tier 1,34,Male,Skincare,2022-08,2022-08
CUST04127,2024-06-14,Organic Search,166.64,Hyderabad,Tier 1,49,Male,Supplements,2024-06,2024-06
CUST04128,2022-05-05,Paid Google,796.17,Surat,Tier 2,32,Female,Haircare,2022-05,2022-05
CUST04129,2023-02-24,Direct,133.99,Delhi,Tier 1,45,Female,Personal Care,2023-02,2023-02
CUST04130,2024-05-22,Paid Instagram,1201.77,Mumbai,Tier 1,52,Male,Personal Care,2024-05,2024-05
CUST04131,2022-05-15,Paid Instagram,1267.46,Mumbai,Tier 1,47,Female,Skincare,2022-05,2022-05
CUST04132,2022-10-24,Paid Google,757.2,Delhi,Tier 1,42,Female,Supplements,2022-10,2022-10
CUST04133,2023-03-07,Organic Search,192.12,Pune,Tier 1,22,Female,Haircare,2023-03,2023-03
CUST04134,2023-03-09,Organic Search,286.65,Mumbai,Tier 1,20,Male,Skincare,2023-03,2023-03
CUST04135,2022-03-22,Paid Instagram,1259.17,Chandigarh,Tier 2,44,Male,Skincare,2022-03,2022-03
CUST04136,2023-09-07,Organic Search,266.21,Delhi,Tier 1,51,Female,Skincare,2023-09,2023-09
CUST04137,2022-08-01,Influencer,1979.17,Mumbai,Tier 1,43,Male,Personal Care,2022-08,2022-08
CUST04138,2023-07-23,Direct,90.76,Chennai,Tier 1,50,Female,Supplements,2023-07,2023-07
CUST04139,2024-04-16,Paid Instagram,1359.56,Ahmedabad,Tier 1,20,Other,Skincare,2024-04,2024-04
CUST04140,2023-01-26,Organic Search,180.05,Bengaluru,Tier 1,52,Male,Personal Care,2023-01,2023-01
CUST04141,2023-06-21,Influencer,1627.08,Mumbai,Tier 1,27,Male,Haircare,2023-06,2023-06
CUST04142,2024-01-12,Email Referral,260.8,Pune,Tier 1,36,Female,Haircare,2024-01,2024-01
CUST04143,2022-12-27,Influencer,1119.52,Hyderabad,Tier 1,51,Female,Skincare,2022-12,2022-12
CUST04144,2022-08-16,Direct,90.03,Mumbai,Tier 1,46,Male,Supplements,2022-08,2022-08
CUST04145,2022-09-19,Paid Instagram,970.43,Bengaluru,Tier 1,31,Female,Skincare,2022-09,2022-09
CUST04146,2023-05-08,Paid Google,617.66,Delhi,Tier 1,45,Female,Personal Care,2023-05,2023-05
CUST04147,2022-03-12,Paid Google,768.81,Surat,Tier 2,49,Male,Skincare,2022-03,2022-03
CUST04148,2022-12-29,Paid Google,775.55,Hyderabad,Tier 1,41,Male,Haircare,2022-12,2022-12
CUST04149,2022-09-12,Direct,58.94,Chandigarh,Tier 2,21,Male,Personal Care,2022-09,2022-09
CUST04150,2022-05-31,Paid Instagram,819.42,Mumbai,Tier 1,40,Female,Supplements,2022-05,2022-05
CUST04151,2024-02-16,Paid Google,720.11,Jaipur,Tier 2,48,Male,Personal Care,2024-02,2024-02
CUST04152,2022-01-19,Email Referral,169.88,Ahmedabad,Tier 1,49,Male,Personal Care,2022-01,2022-01
CUST04153,2024-03-12,Paid Instagram,1049.41,Delhi,Tier 1,41,Female,Personal Care,2024-03,2024-03
CUST04154,2022-01-13,Organic Search,128.72,Lucknow,Tier 2,21,Female,Supplements,2022-01,2022-01
CUST04155,2022-10-25,Direct,52.38,Bengaluru,Tier 1,21,Other,Supplements,2022-10,2022-10
CUST04156,2022-02-02,Influencer,1918.81,Chennai,Tier 1,20,Male,Haircare,2022-02,2022-02
CUST04157,2023-05-23,Influencer,1604.07,Hyderabad,Tier 1,51,Female,Haircare,2023-05,2023-05
CUST04158,2022-04-10,Paid Google,606.59,Hyderabad,Tier 1,36,Female,Haircare,2022-04,2022-04
CUST04159,2022-03-02,Organic Search,216.05,Mumbai,Tier 1,36,Female,Haircare,2022-03,2022-03
CUST04160,2023-09-26,Organic Search,297.18,Kochi,Tier 2,49,Male,Supplements,2023-09,2023-09
CUST04161,2023-08-05,Paid Instagram,1186.29,Pune,Tier 1,38,Other,Personal Care,2023-08,2023-08
CUST04162,2022-06-06,Organic Search,199.31,Chennai,Tier 1,30,Female,Personal Care,2022-06,2022-06
CUST04163,2022-12-11,Paid Instagram,1266.79,Delhi,Tier 1,43,Female,Haircare,2022-12,2022-12
CUST04164,2022-02-08,Paid Instagram,1337.98,Mumbai,Tier 1,36,Female,Personal Care,2022-02,2022-02
CUST04165,2023-04-08,Organic Search,295.12,Lucknow,Tier 2,24,Female,Skincare,2023-04,2023-04
CUST04166,2023-06-16,Organic Search,108.7,Pune,Tier 1,34,Female,Haircare,2023-06,2023-06
CUST04167,2023-06-04,Organic Search,102.39,Surat,Tier 2,22,Female,Personal Care,2023-06,2023-06
CUST04168,2023-07-10,Paid Instagram,1309.88,Jaipur,Tier 2,31,Female,Personal Care,2023-07,2023-07
CUST04169,2022-10-28,Influencer,1634.51,Jaipur,Tier 2,20,Female,Personal Care,2022-10,2022-10
CUST04170,2023-03-03,Email Referral,178.11,Mumbai,Tier 1,43,Female,Supplements,2023-03,2023-03
CUST04171,2022-06-09,Paid Google,680.04,Mumbai,Tier 1,34,Male,Haircare,2022-06,2022-06
CUST04172,2023-07-12,Paid Google,695.7,Lucknow,Tier 2,22,Female,Personal Care,2023-07,2023-07
CUST04173,2022-03-20,Paid Instagram,824.93,Bengaluru,Tier 1,22,Male,Skincare,2022-03,2022-03
CUST04174,2022-02-02,Direct,88.03,Ahmedabad,Tier 1,42,Male,Skincare,2022-02,2022-02
CUST04175,2024-03-17,Direct,126.22,Mumbai,Tier 1,44,Female,Skincare,2024-03,2024-03
CUST04176,2023-04-11,Paid Instagram,1272.77,Kochi,Tier 2,50,Female,Skincare,2023-04,2023-04
CUST04177,2024-04-14,Email Referral,309.92,Pune,Tier 1,26,Male,Personal Care,2024-04,2024-04
CUST04178,2023-11-24,Direct,138.84,Pune,Tier 1,49,Female,Haircare,2023-11,2023-11
CUST04179,2022-02-16,Paid Google,639.25,Delhi,Tier 1,23,Female,Skincare,2022-02,2022-02
CUST04180,2022-04-24,Influencer,2199.36,Kochi,Tier 2,24,Female,Supplements,2022-04,2022-04
CUST04181,2023-12-16,Direct,65.66,Ahmedabad,Tier 1,25,Female,Skincare,2023-12,2023-12
CUST04182,2023-04-07,Paid Google,780.58,Mumbai,Tier 1,18,Female,Supplements,2023-04,2023-04
CUST04183,2024-04-06,Email Referral,227.28,Nagpur,Tier 3,24,Female,Personal Care,2024-04,2024-04
CUST04184,2022-03-12,Influencer,1215.02,Mumbai,Tier 1,40,Male,Personal Care,2022-03,2022-03
CUST04185,2023-05-01,Paid Google,982.29,Mumbai,Tier 1,47,Female,Personal Care,2023-05,2023-05
CUST04186,2024-03-20,Influencer,1898.21,Mumbai,Tier 1,19,Female,Personal Care,2024-03,2024-03
CUST04187,2023-09-26,Paid Google,906.72,Pune,Tier 1,51,Female,Haircare,2023-09,2023-09
CUST04188,2022-04-20,Paid Instagram,1035.91,Ahmedabad,Tier 1,36,Female,Personal Care,2022-04,2022-04
CUST04189,2022-03-14,Direct,88.53,Mumbai,Tier 1,32,Female,Personal Care,2022-03,2022-03
CUST04190,2022-03-08,Paid Google,878.26,Ahmedabad,Tier 1,40,Female,Personal Care,2022-03,2022-03
CUST04191,2023-12-03,Paid Instagram,848.73,Lucknow,Tier 2,52,Female,Supplements,2023-12,2023-12
CUST04192,2024-03-16,Paid Google,761.06,Mumbai,Tier 1,43,Female,Supplements,2024-03,2024-03
CUST04193,2022-10-15,Paid Instagram,1370.35,Hyderabad,Tier 1,43,Female,Supplements,2022-10,2022-10
CUST04194,2023-01-23,Email Referral,277.23,Jaipur,Tier 2,51,Female,Supplements,2023-01,2023-01
CUST04195,2023-04-24,Influencer,1814.59,Mumbai,Tier 1,43,Male,Skincare,2023-04,2023-04
CUST04196,2023-04-12,Direct,50.39,Jaipur,Tier 2,22,Female,Haircare,2023-04,2023-04
CUST04197,2022-11-17,Organic Search,161.99,Pune,Tier 1,30,Male,Skincare,2022-11,2022-11
CUST04198,2022-04-16,Paid Google,1042.48,Mumbai,Tier 1,46,Female,Personal Care,2022-04,2022-04
CUST04199,2022-02-07,Email Referral,154.73,Bengaluru,Tier 1,23,Female,Supplements,2022-02,2022-02
