customer_id,recency,frequency,monetary,acquisition_channel,acquisition_cac,city_tier,cluster,segment
CUST03893,510,1,1073.3,Influencer,2080.68,Tier 1,3,Lost / Dormant
CUST03894,1029,1,189.2,Direct,136.61,Tier 2,0,At Risk
CUST03895,936,1,1065.6,Paid Google,904.13,Tier 1,0,At Risk
CUST03896,227,1,414.15,Direct,108.76,Tier 1,3,Lost / Dormant
CUST03897,861,2,2457.25,Paid Instagram,1394.09,Tier 1,1,Loyalists
CUST03898,1008,1,1498.3,Paid Instagram,1184.67,Tier 1,0,At Risk
CUST03899,619,3,570.35,Direct,68.98,Tier 1,1,Loyalists
CUST03900,1005,1,353.0,Paid Google,649.9,Tier 1,0,At Risk
CUST03901,452,2,827.0,Paid Google,984.03,Tier 1,3,Lost / Dormant
CUST03902,274,1,1207.0,Paid Instagram,1392.77,Tier 1,3,Lost / Dormant
CUST03903,996,1,1634.65,Influencer,2132.64,Tier 1,0,At Risk
CUST03904,396,1,1498.3,Paid Google,909.06,Tier 1,3,Lost / Dormant
CUST03905,330,1,693.3,Direct,114.07,Tier 1,3,Lost / Dormant
CUST03906,838,1,241.65,Paid Instagram,1244.03,Tier 1,0,At Risk
CUST03907,966,1,249.05,Email Referral,166.74,Tier 1,0,At Risk
CUST03908,235,2,2555.45,Paid Instagram,1170.97,Tier 1,1,Loyalists
CUST03909,448,1,1028.4,Influencer,1730.23,Tier 1,3,Lost / Dormant
CUST03910,643,4,4938.4,Paid Google,999.83,Tier 1,2,Champions
CUST03911,630,1,174.05,Influencer,1321.36,Tier 1,3,Lost / Dormant
CUST03912,822,1,679.0,Direct,111.57,Tier 1,0,At Risk
CUST03913,971,1,479.2,Influencer,1484.61,Tier 1,0,At Risk
CUST03914,569,1,1701.2,Paid Google,1001.42,Tier 2,3,Lost / Dormant
CUST03915,504,2,1321.15,Direct,130.6,Tier 1,1,Loyalists
CUST03916,244,1,94.05,Paid Instagram,807.68,Tier 1,3,Lost / Dormant
CUST03917,270,1,229.0,Paid Google,1089.87,Tier 1,3,Lost / Dormant
CUST03918,947,2,532.1,Paid Google,1086.03,Tier 1,0,At Risk
CUST03919,830,1,1333.2,Direct,59.38,Tier 1,0,At Risk
CUST03920,957,1,518.2,Paid Google,879.43,Tier 1,0,At Risk
CUST03921,597,2,820.5,Organic Search,239.45,Tier 1,3,Lost / Dormant
CUST03922,1042,1,2571.2,Organic Search,125.6,Tier 1,0,At Risk
CUST03923,995,1,104.0,Email Referral,323.63,Tier 2,0,At Risk
CUST03924,424,2,1806.3,Influencer,1928.56,Tier 1,1,Loyalists
CUST03925,1079,1,969.1,Paid Instagram,872.75,Tier 1,0,At Risk
CUST03926,521,1,858.1,Organic Search,243.65,Tier 1,3,Lost / Dormant
CUST03927,267,1,229.0,Paid Google,623.89,Tier 1,3,Lost / Dormant
CUST03928,851,1,339.15,Paid Instagram,1329.62,Tier 1,0,At Risk
CUST03929,757,1,1533.0,Email Referral,175.22,Tier 1,0,At Risk
CUST03930,255,2,1254.1,Email Referral,312.94,Tier 1,3,Lost / Dormant
CUST03931,501,5,4941.7,Email Referral,282.17,Tier 1,2,Champions
CUST03932,931,1,659.0,Email Referral,182.95,Tier 1,0,At Risk
CUST03933,939,1,379.2,Influencer,1330.64,Tier 1,0,At Risk
CUST03934,349,1,638.0,Paid Google,1071.06,Tier 1,3,Lost / Dormant
CUST03935,582,1,2426.0,Organic Search,289.82,Tier 1,1,Loyalists
CUST03936,820,1,84.1,Influencer,1731.99,Tier 1,0,At Risk
CUST03937,403,2,1360.1,Paid Instagram,1362.58,Tier 1,1,Loyalists
CUST03938,933,1,722.0,Influencer,1870.02,Tier 2,0,At Risk
CUST03939,1007,1,1096.0,Direct,56.44,Tier 3,0,At Risk
CUST03940,564,5,4292.35,Organic Search,164.65,Tier 1,2,Champions
CUST03941,463,1,159.1,Email Referral,201.43,Tier 1,3,Lost / Dormant
CUST03942,769,1,194.1,Paid Google,779.1,Tier 1,0,At Risk
CUST03943,255,5,4475.55,Organic Search,185.35,Tier 1,2,Champions
CUST03944,884,1,754.65,Influencer,1654.75,Tier 1,0,At Risk
CUST03945,898,1,858.0,Paid Google,642.93,Tier 2,0,At Risk
CUST03946,807,1,1577.0,Paid Instagram,1114.6,Tier 1,0,At Risk
CUST03947,416,1,449.1,Paid Google,839.8,Tier 1,3,Lost / Dormant
CUST03948,383,1,1407.6,Paid Google,641.41,Tier 1,3,Lost / Dormant
CUST03949,887,1,304.1,Paid Instagram,980.01,Tier 1,0,At Risk
CUST03950,417,4,1352.75,Email Referral,224.95,Tier 1,2,Champions
CUST03951,677,2,1565.8,Paid Instagram,963.54,Tier 1,1,Loyalists
CUST03952,866,3,3685.05,Email Referral,237.48,Tier 1,1,Loyalists
CUST03953,954,1,176.65,Organic Search,109.62,Tier 1,0,At Risk
CUST03954,222,1,589.1,Direct,112.41,Tier 2,3,Lost / Dormant
CUST03955,255,1,969.1,Organic Search,181.75,Tier 3,3,Lost / Dormant
CUST03956,596,5,5408.7,Organic Search,275.9,Tier 3,2,Champions
CUST03957,215,1,634.05,Influencer,1646.84,Tier 1,3,Lost / Dormant
CUST03958,894,2,1063.15,Paid Instagram,1050.07,Tier 1,0,At Risk
CUST03959,341,2,1446.4,Paid Google,744.29,Tier 1,3,Lost / Dormant
CUST03960,61,4,5484.7,Email Referral,283.26,Tier 1,2,Champions
CUST03961,713,1,309.0,Influencer,1268.49,Tier 1,0,At Risk
CUST03962,927,1,399.05,Organic Search,234.44,Tier 1,0,At Risk
CUST03963,407,1,176.65,Influencer,1669.08,Tier 1,3,Lost / Dormant
CUST03964,641,1,2457.3,Paid Google,789.62,Tier 1,1,Loyalists
CUST03965,613,2,1456.8,Influencer,1897.81,Tier 1,1,Loyalists
CUST03966,712,2,2305.5,Organic Search,253.17,Tier 1,1,Loyalists
CUST03967,215,1,519.0,Paid Instagram,1138.21,Tier 1,3,Lost / Dormant
CUST03968,214,1,1148.3,Organic Search,197.38,Tier 2,3,Lost / Dormant
CUST03969,700,2,1109.95,Paid Google,833.31,Tier 1,1,Loyalists
CUST03970,654,2,1452.3000000000002,Paid Instagram,1077.41,Tier 1,1,Loyalists
CUST03971,942,2,1523.15,Paid Instagram,1195.56,Tier 2,0,At Risk
CUST03972,719,1,399.05,Paid Google,850.24,Tier 1,0,At Risk
CUST03973,377,2,1576.45,Paid Google,916.94,Tier 3,1,Loyalists
CUST03974,713,1,947.15,Email Referral,273.91,Tier 1,0,At Risk
CUST03975,714,1,681.6,Influencer,1119.42,Tier 1,0,At Risk
CUST03976,723,1,1941.4,Email Referral,169.54,Tier 2,0,At Risk
CUST03977,369,3,2179.0,Email Referral,202.5,Tier 2,1,Loyalists
CUST03978,878,1,2211.2,Paid Instagram,1193.12,Tier 1,0,At Risk
CUST03979,889,2,623.1,Paid Instagram,1284.12,Tier 1,0,At Risk
CUST03980,591,1,369.1,Paid Google,844.57,Tier 1,3,Lost / Dormant
CUST03981,365,1,679.0,Influencer,1474.05,Tier 1,3,Lost / Dormant
CUST03982,803,1,1498.3,Influencer,1943.24,Tier 1,0,At Risk
CUST03983,178,2,1482.1999999999998,Paid Instagram,811.58,Tier 1,3,Lost / Dormant
CUST03984,840,3,1947.15,Organic Search,187.67,Tier 1,1,Loyalists
CUST03985,390,2,1186.2,Influencer,1136.79,Tier 1,3,Lost / Dormant
CUST03986,559,5,6264.7,Direct,59.79,Tier 1,2,Champions
CUST03987,224,2,942.1,Influencer,1704.64,Tier 1,3,Lost / Dormant
CUST03988,775,2,3066.15,Paid Google,843.4,Tier 2,1,Loyalists
CUST03989,486,1,249.05,Organic Search,197.81,Tier 1,3,Lost / Dormant
CUST03990,1006,1,249.05,Paid Google,715.24,Tier 3,0,At Risk
CUST03991,731,5,7944.25,Organic Search,109.43,Tier 1,2,Champions
CUST03992,444,1,988.0,Paid Instagram,1168.69,Tier 1,3,Lost / Dormant
CUST03993,367,1,589.0,Paid Google,883.89,Tier 2,3,Lost / Dormant
CUST03994,819,1,104.0,Direct,52.23,Tier 1,0,At Risk
CUST03995,773,3,2426.65,Organic Search,254.84,Tier 2,1,Loyalists
CUST03996,933,3,2092.3,Paid Google,1087.15,Tier 1,1,Loyalists
CUST03997,347,1,543.3,Paid Instagram,1154.78,Tier 1,3,Lost / Dormant
CUST03998,496,2,3155.15,Paid Instagram,1113.85,Tier 2,1,Loyalists
CUST03999,965,1,678.0,Paid Instagram,1374.15,Tier 1,0,At Risk
CUST04000,933,1,1238.2,Paid Google,641.3,Tier 2,0,At Risk
CUST04001,183,3,2196.5,Email Referral,211.23,Tier 1,1,Loyalists
CUST04002,641,3,2055.5499999999997,Organic Search,174.46,Tier 1,1,Loyalists
CUST04003,1018,1,329.05,Paid Google,648.78,Tier 1,0,At Risk
CUST04004,586,2,1763.7,Paid Instagram,912.55,Tier 2,1,Loyalists
CUST04005,529,1,679.0,Paid Instagram,1186.08,Tier 2,3,Lost / Dormant
CUST04006,357,1,254.2,Paid Google,750.45,Tier 1,3,Lost / Dormant
CUST04007,908,2,1337.2,Email Referral,284.15,Tier 1,0,At Risk
CUST04008,561,1,719.15,Paid Google,721.47,Tier 1,3,Lost / Dormant
CUST04009,643,1,379.2,Paid Instagram,924.24,Tier 1,0,At Risk
CUST04010,197,1,329.05,Influencer,2112.15,Tier 2,3,Lost / Dormant
CUST04011,1083,1,1048.0,Organic Search,232.28,Tier 3,0,At Risk
CUST04012,709,1,1087.3,Organic Search,220.74,Tier 1,0,At Risk
CUST04013,980,2,1747.1,Organic Search,137.11,Tier 1,0,At Risk
CUST04014,500,2,1991.15,Paid Google,797.38,Tier 2,1,Loyalists
CUST04015,263,1,969.1,Influencer,1149.19,Tier 1,3,Lost / Dormant
CUST04016,248,2,1188.1,Organic Search,222.95,Tier 1,3,Lost / Dormant
CUST04017,766,1,858.1,Paid Google,942.34,Tier 1,0,At Risk
CUST04018,806,2,715.75,Paid Google,884.56,Tier 2,0,At Risk
CUST04019,689,2,3054.65,Paid Google,1099.02,Tier 2,1,Loyalists
CUST04020,339,1,927.0,Influencer,1714.52,Tier 2,3,Lost / Dormant
CUST04021,619,1,1887.0,Influencer,1608.61,Tier 2,3,Lost / Dormant
CUST04022,1025,1,1093.1,Direct,113.76,Tier 1,0,At Risk
CUST04023,685,1,998.2,Direct,64.06,Tier 2,0,At Risk
CUST04024,574,1,2216.6,Influencer,1971.93,Tier 1,3,Lost / Dormant
CUST04025,720,1,1078.2,Paid Instagram,1253.6,Tier 1,0,At Risk
CUST04026,724,1,269.0,Paid Instagram,1331.23,Tier 1,0,At Risk
CUST04027,834,1,1064.65,Paid Google,708.84,Tier 1,0,At Risk
CUST04028,783,1,241.65,Organic Search,261.56,Tier 1,0,At Risk
CUST04029,457,2,2607.9500000000003,Paid Instagram,1107.94,Tier 1,1,Loyalists
CUST04030,606,3,3269.7,Direct,136.23,Tier 2,1,Loyalists
CUST04031,522,2,867.0,Paid Instagram,915.35,Tier 1,3,Lost / Dormant
CUST04032,392,2,3075.0,Direct,62.96,Tier 1,1,Loyalists
CUST04033,789,2,2586.1,Direct,73.19,Tier 1,1,Loyalists
CUST04034,830,1,829.65,Paid Google,878.68,Tier 1,0,At Risk
CUST04035,1087,1,1166.4,Email Referral,194.89,Tier 1,0,At Risk
CUST04036,412,1,589.0,Organic Search,268.55,Tier 2,3,Lost / Dormant
CUST04037,913,1,208.3,Paid Instagram,1274.75,Tier 1,0,At Risk
CUST04038,825,1,209.15,Email Referral,218.06,Tier 3,0,At Risk
CUST04039,171,2,1525.65,Email Referral,210.69,Tier 1,3,Lost / Dormant
CUST04040,539,1,969.1,Email Referral,218.89,Tier 1,3,Lost / Dormant
CUST04041,1042,1,669.0,Paid Instagram,1267.67,Tier 1,0,At Risk
CUST04042,561,2,945.3499999999999,Email Referral,171.04,Tier 2,1,Loyalists
CUST04043,194,1,569.1,Paid Google,744.97,Tier 1,3,Lost / Dormant
CUST04044,516,1,438.4,Paid Instagram,891.02,Tier 2,3,Lost / Dormant
CUST04045,751,1,2036.4,Paid Google,1094.49,Tier 1,0,At Risk
CUST04046,832,1,839.05,Organic Search,176.05,Tier 2,0,At Risk
CUST04047,705,1,1256.55,Email Referral,295.78,Tier 1,0,At Risk
CUST04048,504,2,1093.65,Paid Instagram,1045.86,Tier 1,1,Loyalists
CUST04049,19,3,3651.8,Email Referral,269.23,Tier 1,2,Champions
CUST04050,251,1,439.1,Influencer,1513.87,Tier 1,3,Lost / Dormant
CUST04051,269,1,229.0,Email Referral,238.81,Tier 1,3,Lost / Dormant
CUST04052,612,2,2660.85,Organic Search,210.78,Tier 1,1,Loyalists
CUST04053,425,1,710.25,Paid Google,743.71,Tier 2,3,Lost / Dormant
CUST04054,950,1,328.1,Paid Instagram,1153.63,Tier 1,0,At Risk
CUST04055,651,2,1088.2,Paid Instagram,1333.76,Tier 2,1,Loyalists
CUST04056,289,2,2299.15,Organic Search,179.77,Tier 2,1,Loyalists
CUST04057,544,1,429.0,Paid Google,761.56,Tier 2,3,Lost / Dormant
CUST04058,745,1,2081.0,Paid Instagram,1229.24,Tier 1,0,At Risk
CUST04059,731,2,1812.7,Email Referral,327.16,Tier 1,1,Loyalists
CUST04060,598,4,3208.8,Organic Search,123.29,Tier 1,2,Champions
CUST04061,738,1,2577.6,Paid Instagram,1342.71,Tier 3,0,At Risk
CUST04062,519,3,3002.2,Paid Instagram,1396.01,Tier 1,1,Loyalists
CUST04063,216,1,104.0,Influencer,1566.7,Tier 3,3,Lost / Dormant
CUST04064,1068,1,344.1,Influencer,1146.25,Tier 1,0,At Risk
CUST04065,541,3,1593.1499999999999,Email Referral,329.87,Tier 1,1,Loyalists
CUST04066,490,1,1068.2,Direct,116.18,Tier 2,3,Lost / Dormant
CUST04067,189,1,803.1,Paid Instagram,921.79,Tier 1,3,Lost / Dormant
CUST04068,514,1,219.2,Email Referral,231.74,Tier 1,3,Lost / Dormant
CUST04069,978,1,429.0,Paid Google,717.23,Tier 1,0,At Risk
CUST04070,1000,2,1158.2,Influencer,1871.74,Tier 1,0,At Risk
CUST04071,960,2,1626.6999999999998,Paid Google,610.6,Tier 1,0,At Risk
CUST04072,187,1,753.3,Paid Instagram,978.53,Tier 1,3,Lost / Dormant
CUST04073,459,1,2845.25,Influencer,2051.38,Tier 1,1,Loyalists
CUST04074,960,1,399.0,Paid Google,759.77,Tier 2,0,At Risk
CUST04075,397,1,1152.3,Paid Instagram,1068.39,Tier 1,3,Lost / Dormant
CUST04076,355,1,478.3,Paid Instagram,1088.77,Tier 1,3,Lost / Dormant
CUST04077,438,2,703.15,Paid Instagram,1104.61,Tier 3,3,Lost / Dormant
CUST04078,873,1,698.4,Organic Search,241.44,Tier 1,0,At Risk
CUST04079,750,1,1416.0,Email Referral,268.88,Tier 1,0,At Risk
CUST04080,335,1,1335.25,Paid Instagram,1005.34,Tier 1,3,Lost / Dormant
CUST04081,721,1,591.8,Paid Instagram,864.11,Tier 1,0,At Risk
CUST04082,833,4,3750.5,Organic Search,170.08,Tier 1,2,Champions
CUST04083,182,3,1320.3,Influencer,1362.1,Tier 1,1,Loyalists
CUST04084,183,2,2899.2,Email Referral,279.49,Tier 1,1,Loyalists
CUST04085,489,1,649.95,Influencer,1478.04,Tier 2,3,Lost / Dormant
CUST04086,231,1,705.8,Paid Instagram,1162.61,Tier 1,3,Lost / Dormant
CUST04087,289,1,309.2,Direct,133.05,Tier 1,3,Lost / Dormant
CUST04088,778,1,469.15,Direct,79.9,Tier 2,0,At Risk
CUST04089,928,2,1928.8999999999999,Paid Instagram,847.84,Tier 1,0,At Risk
CUST04090,336,3,1801.95,Paid Instagram,1386.04,Tier 1,1,Loyalists
CUST04091,432,1,509.1,Organic Search,257.88,Tier 1,3,Lost / Dormant
CUST04092,443,1,579.1,Paid Google,914.83,Tier 1,3,Lost / Dormant
CUST04093,928,1,1078.2,Influencer,2053.71,Tier 1,0,At Risk
CUST04094,325,1,2277.45,Direct,80.74,Tier 1,3,Lost / Dormant
CUST04095,437,2,1316.0,Email Referral,159.38,Tier 2,1,Loyalists
CUST04096,858,2,1342.2,Organic Search,216.24,Tier 1,0,At Risk
CUST04097,513,1,438.4,Organic Search,220.28,Tier 1,3,Lost / Dormant
CUST04098,670,1,1790.25,Paid Instagram,1327.39,Tier 1,0,At Risk
CUST04099,826,1,1587.6,Paid Instagram,1353.71,Tier 1,0,At Risk
CUST04100,317,1,969.1,Paid Instagram,1374.48,Tier 1,3,Lost / Dormant
CUST04101,755,2,843.1999999999999,Paid Instagram,1226.45,Tier 1,0,At Risk
CUST04102,1029,1,159.2,Paid Google,1080.0,Tier 1,0,At Risk
CUST04103,446,1,469.15,Email Referral,203.18,Tier 1,3,Lost / Dormant
CUST04104,342,1,2157.0,Organic Search,260.23,Tier 1,3,Lost / Dormant
CUST04105,230,2,1608.5,Email Referral,214.61,Tier 1,3,Lost / Dormant
CUST04106,242,2,2282.05,Email Referral,346.59,Tier 2,1,Loyalists
CUST04107,925,1,544.15,Email Referral,332.56,Tier 1,0,At Risk
CUST04108,1033,2,1128.15,Paid Google,701.4,Tier 1,0,At Risk
CUST04109,234,1,2096.0,Paid Google,633.78,Tier 1,3,Lost / Dormant
CUST04110,839,1,1183.3,Influencer,1876.23,Tier 2,0,At Risk
CUST04111,804,1,1201.4,Organic Search,149.72,Tier 1,0,At Risk
CUST04112,329,1,509.1,Organic Search,186.57,Tier 1,3,Lost / Dormant
CUST04113,863,1,219.2,Direct,80.58,Tier 1,0,At Risk
CUST04114,811,1,2576.8,Influencer,1333.21,Tier 1,0,At Risk
CUST04115,615,1,719.15,Paid Instagram,933.46,Tier 1,3,Lost / Dormant
CUST04116,844,1,519.0,Email Referral,246.28,Tier 1,0,At Risk
CUST04117,859,1,483.1,Paid Instagram,860.88,Tier 1,0,At Risk
CUST04118,1073,1,104.0,Direct,103.87,Tier 1,0,At Risk
CUST04119,795,2,824.7,Paid Instagram,826.89,Tier 1,0,At Risk
CUST04120,958,1,894.15,Paid Instagram,1291.31,Tier 1,0,At Risk
CUST04121,764,1,1407.6,Direct,99.87,Tier 1,0,At Risk
CUST04122,938,1,598.0,Paid Google,1008.91,Tier 2,0,At Risk
CUST04123,945,2,668.0,Paid Google,678.13,Tier 1,0,At Risk
CUST04124,572,1,2945.0,Paid Google,617.8,Tier 2,1,Loyalists
CUST04125,231,1,413.3,Influencer,2174.98,Tier 1,3,Lost / Dormant
CUST04126,823,2,1298.1,Organic Search,162.01,Tier 1,0,At Risk
CUST04127,201,1,668.2,Organic Search,166.64,Tier 1,3,Lost / Dormant
CUST04128,972,1,229.1,Paid Google,796.17,Tier 2,0,At Risk
CUST04129,674,1,229.1,Direct,133.99,Tier 1,0,At Risk
CUST04130,106,2,843.05,Paid Instagram,1201.77,Tier 1,3,Lost / Dormant
CUST04131,959,1,1797.0,Paid Instagram,1267.46,Tier 1,0,At Risk
CUST04132,798,1,1716.8,Paid Google,757.2,Tier 1,0,At Risk
CUST04133,560,3,2359.1,Organic Search,192.12,Tier 1,1,Loyalists
CUST04134,605,2,1951.5,Organic Search,286.65,Tier 1,1,Loyalists
CUST04135,1015,1,779.1,Paid Instagram,1259.17,Tier 2,0,At Risk
CUST04136,482,1,2078.0,Organic Search,266.21,Tier 1,3,Lost / Dormant
CUST04137,883,1,1651.0,Influencer,1979.17,Tier 1,0,At Risk
CUST04138,414,2,2035.8,Direct,90.76,Tier 1,1,Loyalists
CUST04139,149,2,2115.3500000000004,Paid Instagram,1359.56,Tier 1,1,Loyalists
CUST04140,706,1,524.15,Organic Search,180.05,Tier 1,0,At Risk
CUST04141,559,1,1317.0,Influencer,1627.08,Tier 1,3,Lost / Dormant
CUST04142,354,1,1044.05,Email Referral,260.8,Tier 1,3,Lost / Dormant
CUST04143,683,2,3665.55,Influencer,1119.52,Tier 1,1,Loyalists
CUST04144,867,1,1044.05,Direct,90.03,Tier 1,0,At Risk
CUST04145,834,1,211.55,Paid Instagram,970.43,Tier 1,0,At Risk
CUST04146,403,3,2355.7000000000003,Paid Google,617.66,Tier 1,1,Loyalists
CUST04147,1025,1,1148.0,Paid Google,768.81,Tier 2,0,At Risk
CUST04148,733,1,1427.0,Paid Google,775.55,Tier 1,0,At Risk
CUST04149,840,1,189.0,Direct,58.94,Tier 2,0,At Risk
CUST04150,945,1,969.1,Paid Instagram,819.42,Tier 1,0,At Risk
CUST04151,221,2,178.15,Paid Google,720.11,Tier 2,3,Lost / Dormant
CUST04152,919,3,3811.6000000000004,Email Referral,169.88,Tier 1,1,Loyalists
CUST04153,292,1,1914.0,Paid Instagram,1049.41,Tier 1,3,Lost / Dormant
CUST04154,1083,1,1587.6,Organic Search,128.72,Tier 2,0,At Risk
CUST04155,797,1,579.1,Direct,52.38,Tier 1,0,At Risk
CUST04156,1061,1,2022.15,Influencer,1918.81,Tier 1,0,At Risk
CUST04157,587,1,858.0,Influencer,1604.07,Tier 1,3,Lost / Dormant
CUST04158,953,2,738.1,Paid Google,606.59,Tier 1,0,At Risk
CUST04159,1035,1,1647.0,Organic Search,216.05,Tier 1,0,At Risk
CUST04160,460,1,354.0,Organic Search,297.18,Tier 2,3,Lost / Dormant
CUST04161,512,1,176.65,Paid Instagram,1186.29,Tier 1,3,Lost / Dormant
CUST04162,722,3,4448.1,Organic Search,199.31,Tier 1,2,Champions
CUST04163,751,1,478.3,Paid Instagram,1266.79,Tier 1,0,At Risk
CUST04164,1055,1,176.65,Paid Instagram,1337.98,Tier 1,0,At Risk
CUST04165,603,2,1617.0,Organic Search,295.12,Tier 2,1,Loyalists
CUST04166,564,1,1308.1,Organic Search,108.7,Tier 1,3,Lost / Dormant
CUST04167,575,1,543.3,Organic Search,102.39,Tier 2,3,Lost / Dormant
CUST04168,541,1,474.05,Paid Instagram,1309.88,Tier 2,3,Lost / Dormant
CUST04169,763,2,806.3499999999999,Influencer,1634.51,Tier 2,0,At Risk
CUST04170,667,1,469.15,Email Referral,178.11,Tier 1,0,At Risk
CUST04171,936,1,904.65,Paid Google,680.04,Tier 1,0,At Risk
CUST04172,423,2,1086.5,Paid Google,695.7,Tier 2,3,Lost / Dormant
CUST04173,982,2,1363.1999999999998,Paid Instagram,824.93,Tier 1,0,At Risk
CUST04174,1061,1,1962.15,Direct,88.03,Tier 1,0,At Risk
CUST04175,66,5,6518.4,Direct,126.22,Tier 1,2,Champions
CUST04176,629,1,659.0,Paid Instagram,1272.77,Tier 2,0,At Risk
CUST04177,29,4,2969.3,Email Referral,309.92,Tier 1,2,Champions
CUST04178,402,1,483.1,Direct,138.84,Tier 1,3,Lost / Dormant
CUST04179,1050,1,316.65,Paid Google,639.25,Tier 1,0,At Risk
CUST04180,983,1,1728.1,Influencer,2199.36,Tier 2,0,At Risk
CUST04181,209,3,3803.2,Direct,65.66,Tier 1,2,Champions
CUST04182,597,2,1563.15,Paid Google,780.58,Tier 1,1,Loyalists
CUST04183,165,2,1691.3000000000002,Email Referral,227.28,Tier 3,3,Lost / Dormant
CUST04184,1025,1,643.1,Influencer,1215.02,Tier 1,0,At Risk
CUST04185,495,2,881.5,Paid Google,982.29,Tier 1,3,Lost / Dormant
CUST04186,285,1,229.0,Influencer,1898.21,Tier 1,3,Lost / Dormant
CUST04187,461,1,1167.0,Paid Google,906.72,Tier 1,3,Lost / Dormant
CUST04188,984,1,343.3,Paid Instagram,1035.91,Tier 1,0,At Risk
CUST04189,913,3,3082.0,Direct,88.53,Tier 1,1,Loyalists
CUST04190,1029,1,194.1,Paid Google,878.26,Tier 1,0,At Risk
CUST04191,392,1,2050.5,Paid Instagram,848.73,Tier 2,3,Lost / Dormant
CUST04192,291,1,1608.2,Paid Google,761.06,Tier 1,3,Lost / Dormant
CUST04193,808,1,2856.0,Paid Instagram,1370.35,Tier 1,0,At Risk
CUST04194,708,1,589.0,Email Referral,277.23,Tier 2,0,At Risk
CUST04195,615,1,483.2,Influencer,1814.59,Tier 1,3,Lost / Dormant
CUST04196,570,2,2459.1,Direct,50.39,Tier 2,1,Loyalists
CUST04197,628,3,2286.3,Organic Search,161.99,Tier 1,1,Loyalists
CUST04198,918,2,642.2,Paid Google,1042.48,Tier 1,0,At Risk
CUST04199,1006,2,1147.15,Email Referral,154.73,Tier 1,0,At Risk
CUST04200,212,2,2005.5,Paid Instagram,1309.52,Tier 1,1,Loyalists
CUST04201,412,1,519.0,Paid Instagram,981.82,Tier 1,3,Lost / Dormant
CUST04202,929,1,798.2,Paid Google,1092.82,Tier 1,0,At Risk
CUST04203,320,2,1367.1,Email Referral,198.76,Tier 1,3,Lost / Dormant
CUST04204,384,1,469.15,Paid Google,891.8,Tier 2,3,Lost / Dormant
CUST04205,699,1,518.0,Paid Instagram,1374.35,Tier 1,0,At Risk
CUST04206,628,1,1317.0,Paid Instagram,1140.76,Tier 1,0,At Risk
CUST04207,524,2,1950.6,Paid Google,676.12,Tier 1,1,Loyalists
CUST04208,593,2,3194.2,Email Referral,343.95,Tier 2,1,Loyalists
CUST04209,419,1,429.0,Email Referral,260.68,Tier 2,3,Lost / Dormant
CUST04210,846,1,219.2,Direct,70.08,Tier 1,0,At Risk
CUST04211,408,5,4830.85,Direct,53.34,Tier 1,2,Champions
CUST04212,860,1,867.15,Influencer,1608.76,Tier 2,0,At Risk
CUST04213,749,1,279.15,Paid Google,948.74,Tier 1,0,At Risk
CUST04214,588,2,1061.15,Organic Search,141.73,Tier 1,1,Loyalists
CUST04215,684,2,1277.1,Paid Instagram,1177.04,Tier 1,1,Loyalists
CUST04216,814,2,4055.0,Email Referral,197.47,Tier 1,1,Loyalists
CUST04217,692,1,2455.0,Organic Search,249.47,Tier 1,0,At Risk
CUST04218,224,1,1637.45,Organic Search,165.85,Tier 1,3,Lost / Dormant
CUST04219,413,1,438.0,Paid Instagram,1375.05,Tier 1,3,Lost / Dormant
CUST04220,655,3,3858.7,Paid Instagram,1049.17,Tier 1,2,Champions
CUST04221,264,2,1558.0,Email Referral,275.36,Tier 1,3,Lost / Dormant
CUST04222,982,2,1186.2,Email Referral,297.97,Tier 1,0,At Risk
CUST04223,783,1,208.3,Influencer,1513.01,Tier 1,0,At Risk
CUST04224,893,1,379.2,Influencer,1339.86,Tier 1,0,At Risk
CUST04225,588,1,371.55,Influencer,2138.33,Tier 1,3,Lost / Dormant
CUST04226,615,2,3473.2,Organic Search,287.74,Tier 2,1,Loyalists
CUST04227,727,5,4177.45,Organic Search,254.42,Tier 3,2,Champions
CUST04228,814,2,2660.15,Paid Instagram,1115.76,Tier 1,1,Loyalists
CUST04229,952,2,1342.1,Influencer,1790.12,Tier 1,0,At Risk
CUST04230,767,2,1226.5,Paid Instagram,1214.17,Tier 1,0,At Risk
CUST04231,770,1,159.1,Influencer,1770.44,Tier 2,0,At Risk
CUST04232,858,3,4888.6,Paid Google,673.67,Tier 2,2,Champions
CUST04233,657,2,580.75,Organic Search,279.94,Tier 1,0,At Risk
CUST04234,918,2,3675.2,Email Referral,327.61,Tier 1,1,Loyalists
CUST04235,55,5,5067.3,Organic Search,269.13,Tier 1,2,Champions
CUST04236,465,1,894.15,Paid Instagram,954.36,Tier 1,3,Lost / Dormant
CUST04237,840,1,2296.4,Organic Search,249.4,Tier 2,0,At Risk
CUST04238,200,1,1811.0,Influencer,1227.76,Tier 3,3,Lost / Dormant
CUST04239,660,1,783.1,Paid Instagram,1163.0,Tier 1,0,At Risk
CUST04240,233,1,342.45,Influencer,1872.73,Tier 1,3,Lost / Dormant
CUST04241,924,1,589.0,Organic Search,206.13,Tier 2,0,At Risk
CUST04242,389,1,589.0,Influencer,1884.56,Tier 1,3,Lost / Dormant
CUST04243,868,2,1592.1,Influencer,2074.96,Tier 1,0,At Risk
