return_id,order_id,customer_id,return_date,return_reason,refund_amount,reverse_logistics,restocking_cost,net_return_cost,acquisition_channel
RET000533,ORD0004601,CUST03026,2022-12-12,Not as described,1111.59,80,10.5,1202.09,Influencer
RET000534,ORD0004612,CUST03033,2024-08-30,Changed mind,346.88,80,4.0,430.88,Paid Instagram
RET000535,ORD0004614,CUST03035,2023-03-30,Not as described,2634.09,80,30.5,2744.59,Email Referral
RET000536,ORD0004620,CUST03039,2023-09-07,Not as described,1598.6,80,18.0,1696.6,Paid Google
RET000537,ORD0004647,CUST03057,2022-04-26,Not as described,785.94,80,7.5,873.44,Influencer
RET000538,ORD0004648,CUST03058,2023-05-07,Quality issue,2775.59,80,30.0,2885.59,Email Referral
RET000539,ORD0004656,CUST03065,2022-03-04,Not as described,591.68,80,6.5,678.18,Paid Instagram
RET000540,ORD0004658,CUST03067,2024-06-10,Allergic reaction,1435.62,80,13.5,1529.12,Paid Google
RET000541,ORD0004664,CUST03069,2022-09-23,Product damaged,761.49,80,7.5,848.99,Paid Instagram
RET000542,ORD0004677,CUST03079,2024-05-18,Product damaged,679.54,80,7.5,767.04,Email Referral
RET000543,ORD0004682,CUST03083,2023-03-05,Wrong item,611.45,80,8.5,699.95,Organic Search
RET000544,ORD0004692,CUST03089,2023-12-26,Not as described,648.77,80,7.5,736.27,Paid Instagram
RET000545,ORD0004694,CUST03089,2024-03-05,Allergic reaction,1345.02,80,13.5,1438.52,Paid Instagram
RET000546,ORD0004697,CUST03091,2022-12-08,Not as described,1944.38,80,19.5,2043.88,Organic Search
RET000547,ORD0004715,CUST03102,2024-04-30,Quality issue,574.35,80,6.0,660.35,Paid Google
RET000548,ORD0004717,CUST03104,2024-03-12,Not as described,380.8,80,4.0,464.8,Paid Google
RET000549,ORD0004722,CUST03107,2023-06-25,Wrong item,3244.67,80,36.0,3360.67,Email Referral
RET000550,ORD0004731,CUST03114,2024-01-16,Product damaged,583.07,80,7.5,670.57,Paid Instagram
RET000551,ORD0004734,CUST03116,2022-04-26,Not as described,1172.26,80,12.0,1264.26,Organic Search
RET000552,ORD0004755,CUST03133,2024-04-16,Wrong item,2264.04,80,26.0,2370.04,Paid Instagram
RET000553,ORD0004756,CUST03133,2024-08-03,Not as described,3820.07,80,44.25,3944.32,Paid Instagram
RET000554,ORD0004775,CUST03149,2024-04-12,Not as described,2118.08,80,20.5,2218.58,Paid Google
RET000555,ORD0004781,CUST03152,2024-03-30,Quality issue,328.67,80,3.5,412.17,Influencer
RET000556,ORD0004787,CUST03157,2023-09-09,Quality issue,1400.62,80,16.0,1496.62,Paid Instagram
RET000557,ORD0004790,CUST03158,2022-08-09,Not as described,145.63,80,1.75,227.38,Direct
RET000558,ORD0004816,CUST03173,2023-01-28,Not as described,991.02,80,10.75,1081.77,Organic Search
RET000559,ORD0004828,CUST03182,2024-04-25,Quality issue,461.83,80,5.5,547.33,Influencer
RET000560,ORD0004860,CUST03203,2023-01-20,Product damaged,331.07,80,3.0,414.07,Paid Instagram
RET000561,ORD0004874,CUST03214,2022-02-16,Quality issue,400.8,80,4.25,485.05,Organic Search
RET000562,ORD0004883,CUST03218,2022-11-29,Quality issue,270.07,80,3.0,353.07,Paid Instagram
RET000563,ORD0004884,CUST03219,2024-06-30,Quality issue,746.27,80,8.5,834.77,Paid Instagram
RET000564,ORD0004898,CUST03228,2023-06-13,Not as described,310.27,80,3.5,393.77,Email Referral
RET000565,ORD0004905,CUST03232,2022-12-04,Quality issue,500.61,80,4.5,585.11,Direct
RET000566,ORD0004908,CUST03235,2024-02-25,Allergic reaction,1255.46,80,15.5,1350.96,Paid Instagram
RET000567,ORD0004915,CUST03240,2022-11-09,Wrong item,632.39,80,6.0,718.39,Direct
RET000568,ORD0004916,CUST03241,2023-11-13,Product damaged,684.82,80,7.5,772.32,Organic Search
RET000569,ORD0004931,CUST03251,2024-04-06,Quality issue,2859.44,80,30.0,2969.44,Paid Google
RET000570,ORD0004933,CUST03253,2023-06-04,Not as described,497.3,80,4.25,581.55,Paid Instagram
RET000571,ORD0004939,CUST03257,2023-05-28,Wrong item,534.26,80,5.5,619.76,Paid Google
RET000572,ORD0004946,CUST03262,2022-09-28,Wrong item,1088.87,80,16.0,1184.87,Paid Instagram
RET000573,ORD0004947,CUST03263,2024-02-05,Not as described,1465.76,80,16.25,1562.01,Paid Google
RET000574,ORD0004954,CUST03267,2022-01-25,Product damaged,456.29,80,4.5,540.79,Influencer
RET000575,ORD0004955,CUST03268,2022-02-10,Wrong item,689.1,80,7.5,776.6,Email Referral
RET000576,ORD0005019,CUST03310,2023-12-01,Not as described,408.58,80,4.0,492.58,Paid Google
RET000577,ORD0005026,CUST03316,2024-04-10,Wrong item,759.44,80,7.0,846.44,Email Referral
RET000578,ORD0005045,CUST03328,2023-07-31,Product damaged,548.79,80,7.5,636.29,Paid Instagram
RET000579,ORD0005046,CUST03328,2023-11-06,Not as described,1155.1,80,16.0,1251.1,Paid Instagram
RET000580,ORD0005053,CUST03332,2022-08-18,Wrong item,3127.15,80,33.0,3240.15,Influencer
RET000581,ORD0005058,CUST03335,2023-04-17,Not as described,973.3,80,12.0,1065.3,Paid Google
RET000582,ORD0005059,CUST03335,2023-07-02,Wrong item,1195.26,80,12.0,1287.26,Paid Google
RET000583,ORD0005070,CUST03340,2022-06-25,Changed mind,188.25,80,1.75,270.0,Paid Instagram
RET000584,ORD0005072,CUST03342,2022-03-26,Allergic reaction,964.95,80,9.0,1053.95,Paid Instagram
RET000585,ORD0005085,CUST03348,2023-11-22,Product damaged,1614.46,80,16.0,1710.46,Organic Search
RET000586,ORD0005097,CUST03355,2022-03-06,Product damaged,1072.8,80,10.0,1162.8,Paid Instagram
RET000587,ORD0005101,CUST03357,2022-12-07,Changed mind,593.29,80,6.0,679.29,Paid Google
RET000588,ORD0005128,CUST03377,2023-03-27,Not as described,656.81,80,8.0,744.81,Paid Instagram
RET000589,ORD0005130,CUST03379,2022-01-17,Not as described,320.49,80,3.0,403.49,Paid Instagram
RET000590,ORD0005131,CUST03380,2024-04-26,Allergic reaction,1388.18,80,12.5,1480.68,Paid Google
RET000591,ORD0005139,CUST03383,2022-08-25,Quality issue,1212.46,80,14.0,1306.46,Organic Search
RET000592,ORD0005148,CUST03389,2022-03-17,Quality issue,797.66,80,9.0,886.66,Influencer
RET000593,ORD0005150,CUST03391,2024-06-16,Wrong item,678.06,80,7.0,765.06,Influencer
RET000594,ORD0005158,CUST03398,2022-09-11,Wrong item,937.23,80,10.0,1027.23,Direct
RET000595,ORD0005163,CUST03401,2022-12-15,Quality issue,616.99,80,7.5,704.49,Paid Instagram
RET000596,ORD0005200,CUST03424,2022-05-19,Not as described,1327.14,80,16.0,1423.14,Paid Instagram
RET000597,ORD0005209,CUST03432,2024-02-01,Changed mind,767.6,80,8.5,856.1,Paid Google
RET000598,ORD0005221,CUST03442,2022-11-07,Not as described,1188.6,80,16.0,1284.6,Influencer
RET000599,ORD0005225,CUST03446,2023-04-09,Not as described,677.91,80,9.0,766.91,Paid Google
RET000600,ORD0005238,CUST03454,2022-05-22,Quality issue,741.36,80,8.5,829.86,Paid Instagram
RET000601,ORD0005243,CUST03457,2022-04-27,Changed mind,783.36,80,9.25,872.61,Influencer
RET000602,ORD0005247,CUST03460,2023-03-18,Not as described,1266.21,80,15.0,1361.21,Paid Instagram
RET000603,ORD0005265,CUST03470,2023-05-16,Not as described,526.79,80,5.0,611.79,Direct
RET000604,ORD0005271,CUST03473,2023-07-08,Quality issue,1070.94,80,12.0,1162.94,Direct
RET000605,ORD0005301,CUST03489,2023-03-06,Quality issue,2419.59,80,29.0,2528.59,Paid Instagram
RET000606,ORD0005306,CUST03493,2022-08-03,Changed mind,3049.96,80,37.5,3167.46,Organic Search
RET000607,ORD0005314,CUST03496,2024-12-15,Changed mind,4216.68,80,49.0,4345.68,Direct
RET000608,ORD0005316,CUST03497,2022-07-29,Not as described,857.64,80,9.0,946.64,Direct
RET000609,ORD0005353,CUST03523,2024-06-23,Not as described,1180.57,80,12.0,1272.57,Paid Instagram
RET000610,ORD0005361,CUST03526,2023-07-07,Wrong item,946.5,80,11.0,1037.5,Influencer
RET000611,ORD0005364,CUST03529,2023-01-19,Wrong item,700.42,80,7.5,787.92,Influencer
RET000612,ORD0005380,CUST03538,2022-07-14,Changed mind,1684.31,80,16.0,1780.31,Influencer
RET000613,ORD0005386,CUST03543,2022-10-29,Not as described,338.08,80,3.5,421.58,Influencer
RET000614,ORD0005387,CUST03544,2022-03-03,Quality issue,241.97,80,2.5,324.47,Influencer
RET000615,ORD0005392,CUST03547,2022-09-23,Wrong item,726.09,80,6.5,812.59,Paid Google
RET000616,ORD0005394,CUST03548,2022-08-21,Quality issue,2284.41,80,23.25,2387.66,Paid Instagram
RET000617,ORD0005401,CUST03552,2023-04-25,Product damaged,302.27,80,3.5,385.77,Paid Google
RET000618,ORD0005414,CUST03561,2022-09-06,Not as described,688.86,80,8.0,776.86,Paid Google
RET000619,ORD0005416,CUST03562,2024-03-22,Product damaged,315.46,80,3.0,398.46,Email Referral
RET000620,ORD0005419,CUST03565,2023-05-29,Allergic reaction,383.11,80,4.0,467.11,Influencer
RET000621,ORD0005448,CUST03581,2022-07-22,Product damaged,590.06,80,5.5,675.56,Organic Search
RET000622,ORD0005452,CUST03585,2023-08-07,Not as described,1538.07,80,15.0,1633.07,Influencer
RET000623,ORD0005463,CUST03592,2024-04-25,Not as described,3271.16,80,36.0,3387.16,Paid Instagram
RET000624,ORD0005464,CUST03593,2023-10-12,Allergic reaction,369.61,80,3.5,453.11,Paid Google
RET000625,ORD0005466,CUST03594,2023-07-15,Product damaged,341.31,80,3.0,424.31,Paid Google
RET000626,ORD0005487,CUST03607,2024-01-19,Quality issue,1493.25,80,16.0,1589.25,Email Referral
RET000627,ORD0005490,CUST03610,2024-02-09,Changed mind,771.11,80,8.5,859.61,Influencer
RET000628,ORD0005496,CUST03616,2023-10-28,Not as described,772.15,80,8.5,860.65,Paid Google
RET000629,ORD0005505,CUST03622,2022-04-29,Changed mind,948.69,80,9.75,1038.44,Influencer
RET000630,ORD0005512,CUST03627,2023-07-20,Allergic reaction,1129.95,80,13.0,1222.95,Organic Search
RET000631,ORD0005514,CUST03628,2023-03-16,Product damaged,401.38,80,4.0,485.38,Paid Google
RET000632,ORD0005526,CUST03636,2024-02-10,Changed mind,384.72,80,4.0,468.72,Influencer
RET000633,ORD0005568,CUST03668,2024-06-14,Quality issue,941.25,80,11.0,1032.25,Email Referral
RET000634,ORD0005569,CUST03669,2024-06-03,Not as described,2110.67,80,24.0,2214.67,Organic Search
RET000635,ORD0005571,CUST03671,2022-07-31,Product damaged,1128.13,80,13.5,1221.63,Influencer
RET000636,ORD0005580,CUST03677,2022-08-07,Not as described,1589.5,80,17.0,1686.5,Paid Instagram
RET000637,ORD0005581,CUST03678,2023-12-19,Not as described,912.32,80,9.0,1001.32,Influencer
RET000638,ORD0005591,CUST03685,2024-06-08,Wrong item,596.82,80,6.0,682.82,Influencer
RET000639,ORD0005628,CUST03709,2024-04-12,Not as described,2543.14,80,25.5,2648.64,Influencer
RET000640,ORD0005637,CUST03715,2022-09-16,Wrong item,718.98,80,8.0,806.98,Paid Instagram
RET000641,ORD0005655,CUST03725,2023-07-16,Quality issue,2286.65,80,30.0,2396.65,Paid Instagram
RET000642,ORD0005661,CUST03730,2023-12-09,Changed mind,2105.61,80,24.0,2209.61,Paid Google
RET000643,ORD0005672,CUST03739,2023-11-19,Quality issue,1028.86,80,10.0,1118.86,Paid Instagram
RET000644,ORD0005682,CUST03744,2024-03-17,Changed mind,2343.64,80,32.0,2455.64,Paid Google
RET000645,ORD0005689,CUST03749,2023-11-10,Not as described,577.58,80,7.5,665.08,Paid Instagram
RET000646,ORD0005703,CUST03758,2022-02-28,Quality issue,1011.61,80,12.0,1103.61,Influencer
RET000647,ORD0005710,CUST03762,2023-01-22,Wrong item,235.32,80,2.5,317.82,Paid Google
RET000648,ORD0005712,CUST03763,2023-12-11,Quality issue,2413.62,80,24.5,2518.12,Email Referral
RET000649,ORD0005716,CUST03765,2022-09-12,Quality issue,389.08,80,4.0,473.08,Email Referral
RET000650,ORD0005726,CUST03770,2023-12-12,Not as described,737.65,80,8.5,826.15,Paid Instagram
RET000651,ORD0005732,CUST03773,2023-05-22,Wrong item,717.24,80,7.5,804.74,Email Referral
RET000652,ORD0005775,CUST03804,2022-10-16,Product damaged,649.24,80,6.5,735.74,Paid Instagram
RET000653,ORD0005779,CUST03806,2022-10-28,Allergic reaction,574.61,80,7.0,661.61,Paid Instagram
RET000654,ORD0005784,CUST03809,2023-10-04,Not as described,606.32,80,6.0,692.32,Paid Instagram
RET000655,ORD0005799,CUST03818,2024-07-24,Quality issue,425.3,80,4.0,509.3,Influencer
RET000656,ORD0005803,CUST03821,2022-12-26,Quality issue,652.56,80,7.5,740.06,Influencer
RET000657,ORD0005812,CUST03827,2023-03-10,Not as described,1404.52,80,17.5,1502.02,Organic Search
RET000658,ORD0005835,CUST03839,2023-01-18,Not as described,5385.28,80,53.5,5518.78,Influencer
RET000659,ORD0005840,CUST03843,2022-01-28,Wrong item,2304.02,80,24.0,2408.02,Paid Google
RET000660,ORD0005841,CUST03844,2022-11-21,Not as described,369.77,80,3.5,453.27,Influencer
RET000661,ORD0005865,CUST03856,2022-09-23,Product damaged,1139.37,80,13.0,1232.37,Organic Search
RET000662,ORD0005897,CUST03876,2022-04-18,Changed mind,341.98,80,3.5,425.48,Organic Search
RET000663,ORD0005915,CUST03889,2023-09-24,Not as described,1864.13,80,21.25,1965.38,Influencer
RET000664,ORD0005927,CUST03899,2022-12-01,Not as described,352.78,80,3.5,436.28,Direct
RET000665,ORD0005928,CUST03899,2023-03-04,Changed mind,338.97,80,3.5,422.47,Direct
RET000666,ORD0005947,CUST03912,2022-10-08,Allergic reaction,871.6,80,8.0,959.6,Direct
RET000667,ORD0005954,CUST03918,2022-04-03,Product damaged,392.55,80,4.0,476.55,Paid Google
RET000668,ORD0005958,CUST03921,2023-02-02,Wrong item,754.64,80,8.25,842.89,Organic Search
RET000669,ORD0005980,CUST03936,2022-10-14,Not as described,163.11,80,1.75,244.86,Influencer
RET000670,ORD0005998,CUST03945,2022-07-20,Changed mind,1091.27,80,9.0,1180.27,Paid Google
RET000671,ORD0005999,CUST03946,2022-10-31,Wrong item,1977.99,80,18.0,2075.99,Paid Instagram
RET000672,ORD0006002,CUST03949,2022-08-12,Wrong item,438.45,80,4.25,522.7,Paid Instagram
RET000673,ORD0006015,CUST03956,2022-07-01,Wrong item,1533.66,80,16.0,1629.66,Organic Search
RET000674,ORD0006037,CUST03967,2024-06-15,Wrong item,604.99,80,6.0,690.99,Paid Instagram
RET000675,ORD0006039,CUST03969,2023-01-14,Quality issue,1114.69,80,14.0,1208.69,Paid Google
RET000676,ORD0006044,CUST03971,2022-06-19,Allergic reaction,565.24,80,6.5,651.74,Paid Instagram
RET000677,ORD0006058,CUST03981,2024-01-17,Allergic reaction,848.9,80,8.0,936.9,Influencer
RET000678,ORD0006059,CUST03982,2022-10-25,Not as described,1938.23,80,24.0,2042.23,Influencer
RET000679,ORD0006070,CUST03986,2023-06-01,Not as described,1507.04,80,16.0,1603.04,Direct
RET000680,ORD0006077,CUST03990,2022-04-07,Wrong item,367.88,80,3.5,451.38,Paid Google
RET000681,ORD0006080,CUST03991,2022-10-17,Product damaged,1278.62,80,16.0,1374.62,Organic Search
RET000682,ORD0006090,CUST03996,2022-04-05,Quality issue,561.23,80,5.0,646.23,Paid Google
RET000683,ORD0006093,CUST03998,2023-06-14,Wrong item,618.7,80,6.0,704.7,Paid Instagram
RET000684,ORD0006110,CUST04008,2023-06-23,Allergic reaction,966.25,80,12.0,1058.25,Paid Google
RET000685,ORD0006115,CUST04013,2022-03-26,Not as described,1529.11,80,15.0,1624.11,Organic Search
RET000686,ORD0006128,CUST04021,2023-04-25,Changed mind,2264.38,80,22.5,2366.88,Influencer
RET000687,ORD0006147,CUST04034,2022-10-06,Allergic reaction,975.14,80,10.0,1065.14,Paid Google
RET000688,ORD0006151,CUST04038,2022-10-14,Allergic reaction,304.55,80,3.5,388.05,Email Referral
RET000689,ORD0006181,CUST04059,2023-01-13,Changed mind,1983.49,80,22.5,2085.99,Email Referral
RET000690,ORD0006187,CUST04062,2023-04-15,Quality issue,1043.55,80,12.0,1135.55,Paid Instagram
RET000691,ORD0006191,CUST04064,2022-02-09,Quality issue,425.57,80,4.5,510.07,Influencer
RET000692,ORD0006218,CUST04083,2024-01-14,Quality issue,277.45,80,3.0,360.45,Influencer
RET000693,ORD0006220,CUST04083,2024-07-14,Not as described,789.06,80,8.0,877.06,Influencer
RET000694,ORD0006227,CUST04089,2022-05-26,Allergic reaction,918.75,80,11.5,1010.25,Paid Instagram
RET000695,ORD0006246,CUST04102,2022-03-22,Product damaged,257.58,80,3.0,340.58,Paid Google
RET000696,ORD0006247,CUST04103,2023-10-27,Allergic reaction,651.81,80,7.5,739.31,Email Referral
RET000697,ORD0006248,CUST04104,2024-01-29,Changed mind,2389.17,80,24.0,2493.17,Organic Search
RET000698,ORD0006274,CUST04125,2024-05-26,Changed mind,555.93,80,6.0,641.93,Influencer
RET000699,ORD0006281,CUST04130,2024-10-01,Product damaged,792.44,80,8.5,880.94,Paid Instagram
RET000700,ORD0006306,CUST04147,2022-03-21,Quality issue,1478.07,80,14.5,1572.57,Paid Google
RET000701,ORD0006323,CUST04160,2023-10-12,Not as described,443.16,80,4.25,527.41,Organic Search
RET000702,ORD0006331,CUST04165,2023-05-23,Quality issue,1190.52,80,12.0,1282.52,Organic Search
RET000703,ORD0006336,CUST04169,2022-12-15,Quality issue,372.6,80,3.5,456.1,Influencer
RET000704,ORD0006355,CUST04179,2022-02-26,Quality issue,464.43,80,4.5,548.93,Paid Google
RET000705,ORD0006364,CUST04184,2022-03-26,Product damaged,741.32,80,7.5,828.82,Influencer
RET000706,ORD0006368,CUST04187,2023-10-08,Quality issue,1399.66,80,13.5,1493.16,Paid Google
RET000707,ORD0006378,CUST04195,2023-05-04,Not as described,621.11,80,6.5,707.61,Influencer
RET000708,ORD0006384,CUST04198,2022-04-25,Wrong item,259.96,80,2.5,342.46,Paid Google
RET000709,ORD0006411,CUST04214,2023-05-28,Allergic reaction,238.82,80,2.5,321.32,Organic Search
RET000710,ORD0006420,CUST04220,2023-02-16,Product damaged,1283.03,80,14.5,1377.53,Paid Instagram
RET000711,ORD0006424,CUST04222,2022-01-09,Not as described,790.55,80,8.0,878.55,Email Referral
RET000712,ORD0006429,CUST04226,2023-03-08,Allergic reaction,2004.59,80,18.0,2102.59,Organic Search
RET000713,ORD0006457,CUST04238,2024-06-18,Product damaged,2232.72,80,21.25,2333.97,Influencer
RET000714,ORD0006458,CUST04239,2023-03-20,Not as described,973.46,80,10.0,1063.46,Paid Instagram
RET000715,ORD0006459,CUST04240,2024-05-26,Product damaged,443.3,80,5.25,528.55,Influencer
RET000716,ORD0006477,CUST04253,2022-08-20,Allergic reaction,892.76,80,11.0,983.76,Influencer
RET000717,ORD0006483,CUST04256,2023-05-13,Not as described,2151.52,80,24.5,2256.02,Paid Instagram
RET000718,ORD0006485,CUST04257,2023-05-01,Product damaged,2030.28,80,22.0,2132.28,Paid Instagram
RET000719,ORD0006490,CUST04260,2022-05-24,Quality issue,1621.48,80,16.5,1717.98,Email Referral
RET000720,ORD0006497,CUST04263,2022-07-20,Quality issue,189.1,80,1.75,270.85,Paid Instagram
RET000721,ORD0006499,CUST04264,2022-08-27,Quality issue,672.69,80,7.5,760.19,Paid Google
RET000722,ORD0006506,CUST04270,2022-11-10,Not as described,1065.75,80,10.5,1156.25,Influencer
RET000723,ORD0006519,CUST04276,2023-07-07,Changed mind,644.24,80,8.0,732.24,Paid Instagram
RET000724,ORD0006528,CUST04281,2024-07-14,Product damaged,333.9,80,3.5,417.4,Paid Instagram
RET000725,ORD0006529,CUST04281,2024-08-06,Wrong item,347.72,80,4.0,431.72,Paid Instagram
RET000726,ORD0006535,CUST04286,2022-06-09,Allergic reaction,994.14,80,11.0,1085.14,Paid Google
RET000727,ORD0006548,CUST04295,2022-05-01,Quality issue,1220.2,80,13.0,1313.2,Influencer
RET000728,ORD0006552,CUST04297,2023-12-08,Quality issue,734.72,80,8.5,823.22,Paid Instagram
RET000729,ORD0006553,CUST04298,2023-11-03,Quality issue,866.61,80,8.5,955.11,Influencer
RET000730,ORD0006567,CUST04306,2023-04-15,Wrong item,3367.81,80,37.75,3485.56,Paid Instagram
RET000731,ORD0006582,CUST04315,2023-03-02,Product damaged,546.05,80,6.0,632.05,Paid Instagram
RET000732,ORD0006584,CUST04316,2024-06-18,Quality issue,626.55,80,6.0,712.55,Paid Google
RET000733,ORD0006608,CUST04333,2022-06-16,Wrong item,1054.45,80,10.25,1144.7,Organic Search
RET000734,ORD0006622,CUST04340,2022-01-26,Product damaged,378.67,80,4.25,462.92,Influencer
RET000735,ORD0006623,CUST04341,2023-12-20,Not as described,1040.67,80,12.0,1132.67,Paid Google
RET000736,ORD0006639,CUST04352,2022-07-05,Wrong item,472.33,80,4.25,556.58,Email Referral
RET000737,ORD0006654,CUST04361,2023-10-07,Quality issue,308.43,80,3.5,391.93,Paid Google
RET000738,ORD0006676,CUST04375,2024-05-04,Wrong item,1961.11,80,21.5,2062.61,Influencer
RET000739,ORD0006677,CUST04375,2024-07-06,Not as described,336.12,80,3.5,419.62,Influencer
RET000740,ORD0006678,CUST04376,2023-11-10,Not as described,3190.88,80,36.0,3306.88,Paid Instagram
RET000741,ORD0006685,CUST04379,2022-08-30,Product damaged,2341.18,80,24.0,2445.18,Influencer
RET000742,ORD0006694,CUST04385,2023-06-08,Allergic reaction,2069.4,80,24.0,2173.4,Organic Search
RET000743,ORD0006699,CUST04387,2022-01-22,Quality issue,696.99,80,8.0,784.99,Paid Instagram
RET000744,ORD0006715,CUST04397,2022-06-25,Not as described,2713.77,80,34.5,2828.27,Organic Search
RET000745,ORD0006720,CUST04402,2024-06-09,Wrong item,796.88,80,8.0,884.88,Paid Instagram
RET000746,ORD0006724,CUST04405,2024-07-16,Not as described,836.04,80,9.5,925.54,Influencer
RET000747,ORD0006738,CUST04416,2022-12-11,Changed mind,760.33,80,7.5,847.83,Paid Instagram
RET000748,ORD0006749,CUST04421,2023-03-28,Changed mind,697.98,80,7.5,785.48,Organic Search
RET000749,ORD0006752,CUST04424,2022-10-18,Not as described,380.42,80,3.5,463.92,Paid Google
RET000750,ORD0006753,CUST04425,2022-09-04,Not as described,1127.1,80,10.5,1217.6,Influencer
RET000751,ORD0006755,CUST04426,2023-12-24,Quality issue,316.15,80,3.0,399.15,Paid Google
RET000752,ORD0006764,CUST04432,2024-02-08,Not as described,455.87,80,4.25,540.12,Paid Instagram
RET000753,ORD0006767,CUST04433,2022-12-09,Not as described,308.73,80,3.0,391.73,Email Referral
RET000754,ORD0006768,CUST04434,2023-06-17,Wrong item,1269.52,80,16.0,1365.52,Influencer
RET000755,ORD0006782,CUST04446,2024-03-20,Not as described,278.48,80,2.5,360.98,Influencer
RET000756,ORD0006785,CUST04448,2023-08-24,Quality issue,176.98,80,1.75,258.73,Paid Google
RET000757,ORD0006795,CUST04455,2022-09-02,Quality issue,234.46,80,2.5,316.96,Influencer
RET000758,ORD0006806,CUST04461,2024-01-12,Wrong item,1291.57,80,13.5,1385.07,Direct
RET000759,ORD0006808,CUST04461,2024-06-03,Changed mind,4073.61,80,42.5,4196.11,Direct
RET000760,ORD0006810,CUST04461,2024-11-12,Quality issue,377.09,80,4.0,461.09,Direct
RET000761,ORD0006818,CUST04467,2022-03-27,Quality issue,321.02,80,3.0,404.02,Paid Instagram
RET000762,ORD0006823,CUST04471,2022-10-27,Product damaged,305.43,80,3.5,388.93,Influencer
RET000763,ORD0006856,CUST04492,2024-02-20,Quality issue,262.08,80,3.0,345.08,Paid Google
RET000764,ORD0006873,CUST04502,2022-07-20,Changed mind,354.66,80,3.5,438.16,Influencer
RET000765,ORD0006882,CUST04508,2023-01-16,Allergic reaction,1790.26,80,18.0,1888.26,Paid Instagram
RET000766,ORD0006901,CUST04522,2023-02-06,Quality issue,427.96,80,4.0,511.96,Paid Google
RET000767,ORD0006941,CUST04545,2023-01-16,Quality issue,2723.71,80,36.0,2839.71,Organic Search
RET000768,ORD0006944,CUST04547,2022-08-13,Not as described,1386.91,80,16.0,1482.91,Organic Search
RET000769,ORD0006949,CUST04550,2024-01-27,Changed mind,871.67,80,8.5,960.17,Paid Google
RET000770,ORD0006953,CUST04554,2023-10-25,Product damaged,2051.96,80,22.5,2154.46,Paid Google
RET000771,ORD0006960,CUST04560,2023-01-13,Wrong item,1230.42,80,14.0,1324.42,Influencer
RET000772,ORD0006984,CUST04576,2022-04-23,Wrong item,281.87,80,2.5,364.37,Paid Instagram
RET000773,ORD0007004,CUST04589,2022-11-14,Quality issue,264.2,80,3.0,347.2,Paid Google
RET000774,ORD0007009,CUST04593,2022-05-23,Not as described,454.67,80,4.75,539.42,Influencer
RET000775,ORD0007011,CUST04595,2024-04-25,Product damaged,360.62,80,3.5,444.12,Paid Instagram
RET000776,ORD0007012,CUST04595,2024-08-06,Quality issue,426.66,80,4.0,510.66,Paid Instagram
RET000777,ORD0007016,CUST04598,2023-02-03,Quality issue,1113.69,80,13.5,1207.19,Paid Instagram
RET000778,ORD0007018,CUST04598,2023-07-22,Quality issue,705.23,80,8.0,793.23,Paid Instagram
RET000779,ORD0007027,CUST04606,2023-10-26,Changed mind,1920.69,80,23.5,2024.19,Influencer
RET000780,ORD0007032,CUST04608,2022-06-01,Quality issue,523.69,80,5.5,609.19,Paid Instagram
RET000781,ORD0007060,CUST04629,2023-11-19,Product damaged,362.72,80,4.0,446.72,Organic Search
RET000782,ORD0007070,CUST04635,2023-02-15,Product damaged,2082.65,80,24.0,2186.65,Paid Instagram
RET000783,ORD0007087,CUST04649,2023-05-14,Changed mind,531.74,80,4.5,616.24,Email Referral
RET000784,ORD0007091,CUST04652,2022-02-24,Changed mind,368.03,80,4.0,452.03,Organic Search
RET000785,ORD0007136,CUST04678,2023-03-03,Product damaged,916.27,80,9.0,1005.27,Paid Instagram
RET000786,ORD0007139,CUST04680,2022-07-13,Quality issue,2362.43,80,28.0,2470.43,Paid Instagram
RET000787,ORD0007164,CUST04697,2023-05-23,Allergic reaction,726.34,80,7.5,813.84,Organic Search
RET000788,ORD0007172,CUST04705,2023-04-20,Allergic reaction,603.82,80,5.5,689.32,Organic Search
RET000789,ORD0007178,CUST04709,2023-05-01,Not as described,888.83,80,8.5,977.33,Email Referral
RET000790,ORD0007193,CUST04719,2022-09-05,Quality issue,1351.7,80,16.0,1447.7,Paid Google
RET000791,ORD0007199,CUST04721,2022-08-18,Product damaged,372.37,80,3.5,455.87,Paid Instagram
RET000792,ORD0007204,CUST04722,2022-09-16,Quality issue,1528.16,80,21.0,1629.16,Organic Search
RET000793,ORD0007215,CUST04728,2024-05-27,Product damaged,652.02,80,6.0,738.02,Paid Instagram
RET000794,ORD0007223,CUST04732,2023-10-28,Not as described,700.56,80,7.5,788.06,Influencer
RET000795,ORD0007238,CUST04741,2024-02-12,Product damaged,275.91,80,3.0,358.91,Paid Instagram
RET000796,ORD0007249,CUST04749,2023-06-16,Changed mind,2676.9,80,28.25,2785.15,Organic Search
RET000797,ORD0007251,CUST04751,2024-07-08,Quality issue,1037.06,80,12.0,1129.06,Influencer
RET000798,ORD0007263,CUST04759,2024-06-19,Wrong item,804.09,80,8.5,892.59,Paid Google
RET000799,ORD0007265,CUST04760,2023-01-07,Not as described,801.53,80,8.5,890.03,Direct
RET000800,ORD0007266,CUST04761,2024-04-29,Not as described,1074.97,80,10.5,1165.47,Paid Google
