customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category
CUST04820,2023-11-05,Organic Search,168.07,Mumbai,Tier 1,41,Male,Haircare
CUST04821,2024-06-19,Paid Instagram,991.7,Lucknow,Tier 2,52,Female,Supplements
CUST04822,2022-07-10,Direct,120.96,Lucknow,Tier 2,50,Male,Personal Care
CUST04823,2023-02-25,Email Referral,190.96,Kolkata,Tier 1,49,Male,Skincare
CUST04824,2022-05-12,Organic Search,209.59,Delhi,Tier 1,18,Female,Skincare
CUST04825,2023-05-18,Organic Search,172.73,Mumbai,Tier 1,26,Female,Supplements
CUST04826,2024-05-08,Paid Google,1016.73,Ahmedabad,Tier 1,36,Female,Personal Care
CUST04827,2023-09-05,Paid Google,1023.62,Mumbai,Tier 1,48,Female,Haircare
CUST04828,2023-09-28,Paid Google,1078.74,Hyderabad,Tier 1,36,Female,Haircare
CUST04829,2024-06-07,Paid Instagram,1090.39,Mumbai,Tier 1,41,Female,Skincare
CUST04830,2022-01-12,Paid Google,676.57,Pune,Tier 1,26,Female,Personal Care
CUST04831,2024-04-02,Paid Google,1011.55,Kochi,Tier 2,25,Female,Personal Care
CUST04832,2024-05-04,Paid Instagram,970.05,Delhi,Tier 1,23,Female,Personal Care
CUST04833,2024-03-30,Paid Google,806.88,Mumbai,Tier 1,44,Female,Skincare
CUST04834,2022-07-26,Paid Instagram,1342.6,Hyderabad,Tier 1,40,Female,Skincare
CUST04835,2022-05-30,Paid Google,762.93,Delhi,Tier 1,39,Female,Personal Care
CUST04836,2022-02-25,Direct,90.52,Ahmedabad,Tier 1,48,Male,Haircare
CUST04837,2022-11-18,Influencer,1108.47,Mumbai,Tier 1,40,Male,Personal Care
CUST04838,2022-02-12,Influencer,1103.01,Hyderabad,Tier 1,47,Male,Skincare
CUST04839,2022-03-27,Direct,59.13,Ahmedabad,Tier 1,42,Female,Haircare
CUST04840,2022-09-04,Email Referral,309.15,Bengaluru,Tier 1,32,Male,Haircare
CUST04841,2024-06-04,Paid Instagram,1117.84,Bengaluru,Tier 1,38,Male,Personal Care
CUST04842,2024-04-17,Paid Google,821.18,Mumbai,Tier 1,36,Female,Skincare
CUST04843,2022-08-21,Organic Search,154.28,Mumbai,Tier 1,43,Male,Personal Care
CUST04844,2024-03-13,Organic Search,285.77,Bengaluru,Tier 1,39,Male,Skincare
CUST04845,2022-02-05,Paid Instagram,1313.72,Bengaluru,Tier 1,22,Female,Supplements
CUST04846,2022-02-03,Influencer,1208.38,Jaipur,Tier 2,32,Female,Personal Care
CUST04847,2024-01-11,Organic Search,296.1,Delhi,Tier 1,30,Male,Skincare
CUST04848,2023-12-27,Paid Google,949.95,Jaipur,Tier 2,30,Female,Skincare
CUST04849,2024-04-19,Paid Instagram,969.09,Chennai,Tier 1,43,Male,Supplements
CUST04850,2023-04-05,Paid Instagram,1188.06,Mumbai,Tier 1,24,Male,Skincare
CUST04851,2024-02-04,Email Referral,162.3,Delhi,Tier 1,29,Female,Haircare
CUST04852,2023-11-28,Influencer,1346.37,Lucknow,Tier 2,31,Male,Personal Care
CUST04853,2023-10-20,Paid Instagram,1123.45,Lucknow,Tier 2,42,Female,Personal Care
CUST04854,2023-04-01,Paid Google,777.3,Bengaluru,Tier 1,24,Female,Haircare
CUST04855,2024-03-03,Direct,53.05,Pune,Tier 1,22,Other,Supplements
CUST04856,2024-04-25,Organic Search,254.89,Pune,Tier 1,30,Female,Skincare
CUST04857,2022-08-05,Influencer,1513.37,Nagpur,Tier 3,49,Female,Supplements
CUST04858,2022-02-14,Organic Search,240.84,Bengaluru,Tier 1,36,Male,Supplements
CUST04859,2024-01-28,Email Referral,190.53,Bengaluru,Tier 1,41,Female,Personal Care
CUST04860,2023-01-27,Email Referral,151.34,Surat,Tier 2,34,Female,Skincare
CUST04861,2024-06-20,Influencer,1567.92,Ahmedabad,Tier 1,29,Female,Haircare
CUST04862,2024-02-18,Paid Google,1066.16,Mumbai,Tier 1,42,Male,Skincare
CUST04863,2023-03-23,Paid Instagram,1319.07,Chennai,Tier 1,25,Female,Haircare
CUST04864,2022-01-04,Paid Google,634.0,Pune,Tier 1,35,Male,Skincare
CUST04865,2022-03-10,Email Referral,159.79,Ahmedabad,Tier 1,30,Other,Personal Care
CUST04866,2023-11-14,Organic Search,104.82,Delhi,Tier 1,51,Female,Personal Care
CUST04867,2024-03-14,Email Referral,205.51,Mumbai,Tier 1,47,Female,Personal Care
CUST04868,2024-06-21,Influencer,1215.7,Kochi,Tier 2,39,Female,Personal Care
CUST04869,2022-01-29,Paid Google,824.8,Indore,Tier 3,38,Male,Supplements
CUST04870,2024-03-28,Paid Google,656.03,Pune,Tier 1,28,Female,Supplements
CUST04871,2024-05-14,Email Referral,190.93,Mumbai,Tier 1,43,Female,Personal Care
CUST04872,2024-01-19,Email Referral,284.04,Chennai,Tier 1,29,Female,Skincare
CUST04873,2022-04-19,Influencer,1921.71,Hyderabad,Tier 1,51,Female,Personal Care
CUST04874,2023-07-09,Paid Instagram,878.43,Mumbai,Tier 1,25,Female,Personal Care
CUST04875,2023-04-06,Paid Google,741.08,Kochi,Tier 2,46,Female,Supplements
CUST04876,2023-09-21,Email Referral,283.33,Chandigarh,Tier 2,39,Male,Supplements
CUST04877,2022-08-29,Paid Instagram,1162.65,Bengaluru,Tier 1,48,Male,Haircare
CUST04878,2024-03-02,Paid Google,640.13,Mumbai,Tier 1,30,Female,Personal Care
CUST04879,2023-03-13,Email Referral,174.62,Ahmedabad,Tier 1,42,Male,Skincare
CUST04880,2023-08-06,Influencer,1743.79,Hyderabad,Tier 1,30,Female,Haircare
CUST04881,2022-08-06,Organic Search,149.06,Pune,Tier 1,48,Female,Skincare
CUST04882,2023-02-07,Paid Google,857.8,Chennai,Tier 1,48,Female,Haircare
CUST04883,2022-12-06,Paid Google,944.77,Delhi,Tier 1,21,Female,Supplements
CUST04884,2023-05-18,Organic Search,200.84,Delhi,Tier 1,25,Female,Haircare
CUST04885,2024-05-25,Paid Google,698.48,Ahmedabad,Tier 1,41,Female,Haircare
CUST04886,2022-06-19,Influencer,1251.19,Jaipur,Tier 2,32,Female,Personal Care
CUST04887,2022-12-10,Influencer,1108.88,Chandigarh,Tier 2,33,Female,Supplements
CUST04888,2024-04-10,Organic Search,174.7,Lucknow,Tier 2,21,Female,Personal Care
CUST04889,2023-05-22,Organic Search,256.19,Kolkata,Tier 1,23,Female,Haircare
CUST04890,2022-05-09,Paid Instagram,927.01,Ahmedabad,Tier 1,38,Female,Haircare
CUST04891,2023-12-14,Influencer,1858.93,Mumbai,Tier 1,49,Female,Haircare
CUST04892,2023-04-16,Email Referral,273.78,Delhi,Tier 1,50,Female,Haircare
CUST04893,2023-12-20,Paid Google,825.35,Lucknow,Tier 2,40,Other,Haircare
CUST04894,2022-09-20,Email Referral,265.32,Delhi,Tier 1,44,Female,Personal Care
CUST04895,2024-04-05,Direct,81.54,Chennai,Tier 1,19,Female,Supplements
CUST04896,2023-08-17,Paid Instagram,963.55,Ahmedabad,Tier 1,24,Female,Skincare
CUST04897,2022-05-30,Paid Instagram,1267.71,Lucknow,Tier 2,48,Female,Haircare
CUST04898,2024-05-11,Paid Google,657.37,Pune,Tier 1,18,Female,Skincare
CUST04899,2024-06-17,Influencer,1557.22,Ahmedabad,Tier 1,25,Female,Haircare
CUST04900,2024-06-02,Organic Search,149.08,Pune,Tier 1,46,Other,Supplements
CUST04901,2022-11-11,Paid Instagram,1332.64,Jaipur,Tier 2,22,Female,Supplements
CUST04902,2022-02-08,Organic Search,159.91,Lucknow,Tier 2,41,Female,Skincare
CUST04903,2024-05-07,Email Referral,318.31,Hyderabad,Tier 1,28,Female,Supplements
CUST04904,2022-12-09,Email Referral,206.77,Chandigarh,Tier 2,28,Female,Haircare
CUST04905,2024-04-30,Direct,120.9,Delhi,Tier 1,42,Male,Haircare
CUST04906,2022-09-13,Paid Instagram,802.38,Pune,Tier 1,23,Male,Haircare
CUST04907,2022-08-23,Organic Search,176.6,Bengaluru,Tier 1,21,Male,Supplements
CUST04908,2022-09-23,Email Referral,159.92,Hyderabad,Tier 1,21,Female,Haircare
CUST04909,2023-06-23,Direct,57.7,Lucknow,Tier 2,46,Female,Supplements
CUST04910,2022-07-14,Paid Instagram,844.74,Bengaluru,Tier 1,23,Male,Skincare
CUST04911,2022-06-19,Direct,60.67,Bengaluru,Tier 1,39,Female,Personal Care
CUST04912,2023-09-14,Influencer,1378.4,Bengaluru,Tier 1,23,Female,Supplements
CUST04913,2022-07-16,Paid Google,698.53,Delhi,Tier 1,43,Female,Skincare
CUST04914,2022-12-15,Paid Instagram,1158.37,Nagpur,Tier 3,22,Female,Personal Care
CUST04915,2024-06-19,Organic Search,123.31,Bengaluru,Tier 1,24,Male,Personal Care
CUST04916,2023-08-03,Influencer,1462.11,Mumbai,Tier 1,37,Female,Haircare
CUST04917,2023-08-22,Paid Instagram,1185.88,Surat,Tier 2,24,Male,Haircare
CUST04918,2023-09-15,Influencer,1224.19,Bengaluru,Tier 1,25,Female,Skincare
CUST04919,2023-06-10,Paid Instagram,1216.02,Indore,Tier 3,43,Male,Haircare
CUST04920,2022-10-19,Influencer,1553.41,Lucknow,Tier 2,27,Female,Skincare
CUST04921,2024-04-20,Email Referral,171.61,Kolkata,Tier 1,37,Male,Haircare
CUST04922,2023-06-03,Paid Instagram,1221.1,Ahmedabad,Tier 1,45,Female,Personal Care
CUST04923,2023-10-02,Paid Google,637.05,Bengaluru,Tier 1,52,Female,Haircare
CUST04924,2023-09-07,Direct,116.21,Mumbai,Tier 1,47,Male,Supplements
CUST04925,2022-04-15,Direct,81.22,Chandigarh,Tier 2,35,Male,Skincare
CUST04926,2022-11-17,Direct,64.95,Delhi,Tier 1,25,Female,Skincare
CUST04927,2022-04-11,Email Referral,253.48,Delhi,Tier 1,26,Female,Supplements
CUST04928,2024-06-17,Paid Google,685.41,Chennai,Tier 1,33,Female,Supplements
CUST04929,2022-01-13,Direct,64.76,Kolkata,Tier 1,34,Female,Personal Care
CUST04930,2022-03-25,Influencer,2198.98,Pune,Tier 1,28,Female,Haircare
CUST04931,2024-05-05,Paid Google,1040.57,Indore,Tier 3,28,Female,Personal Care
CUST04932,2022-02-10,Paid Google,837.04,Jaipur,Tier 2,19,Female,Haircare
CUST04933,2024-01-20,Organic Search,298.57,Delhi,Tier 1,52,Female,Personal Care
CUST04934,2023-04-27,Organic Search,294.27,Bengaluru,Tier 1,49,Female,Haircare
CUST04935,2023-04-05,Paid Instagram,907.09,Ahmedabad,Tier 1,36,Male,Skincare
CUST04936,2024-05-02,Paid Instagram,821.48,Delhi,Tier 1,41,Male,Skincare
CUST04937,2024-04-13,Organic Search,219.67,Jaipur,Tier 2,49,Male,Haircare
CUST04938,2023-04-19,Paid Google,668.78,Jaipur,Tier 2,35,Female,Supplements
CUST04939,2022-03-08,Paid Google,1005.41,Hyderabad,Tier 1,52,Female,Haircare
CUST04940,2023-05-13,Influencer,1577.84,Nagpur,Tier 3,32,Female,Supplements
CUST04941,2022-08-13,Organic Search,120.68,Chennai,Tier 1,28,Male,Haircare
CUST04942,2023-10-26,Direct,117.06,Delhi,Tier 1,28,Male,Personal Care
CUST04943,2023-03-13,Influencer,1625.91,Chennai,Tier 1,20,Female,Haircare
CUST04944,2023-04-13,Paid Google,715.49,Jaipur,Tier 2,51,Female,Supplements
CUST04945,2022-03-14,Influencer,1898.01,Lucknow,Tier 2,29,Male,Haircare
CUST04946,2022-11-16,Paid Google,959.96,Ahmedabad,Tier 1,40,Female,Personal Care
CUST04947,2023-11-03,Direct,97.95,Mumbai,Tier 1,18,Male,Supplements
CUST04948,2023-11-06,Influencer,1773.15,Pune,Tier 1,43,Female,Supplements
CUST04949,2023-06-01,Influencer,2154.01,Hyderabad,Tier 1,26,Male,Haircare
CUST04950,2022-01-12,Influencer,2103.15,Jaipur,Tier 2,40,Female,Supplements
CUST04951,2024-01-28,Influencer,1923.08,Bengaluru,Tier 1,28,Male,Supplements
CUST04952,2022-07-20,Paid Google,1012.23,Jaipur,Tier 2,20,Male,Skincare
CUST04953,2022-04-09,Paid Google,704.08,Pune,Tier 1,40,Female,Skincare
CUST04954,2023-02-25,Paid Instagram,1005.57,Chennai,Tier 1,32,Other,Personal Care
CUST04955,2024-02-14,Paid Instagram,1163.24,Bengaluru,Tier 1,39,Male,Supplements
CUST04956,2022-09-01,Paid Instagram,1352.95,Chennai,Tier 1,27,Female,Supplements
CUST04957,2024-06-05,Paid Instagram,1305.97,Ahmedabad,Tier 1,47,Male,Skincare
CUST04958,2022-07-23,Direct,132.61,Surat,Tier 2,29,Female,Skincare
CUST04959,2022-03-24,Paid Instagram,1332.11,Hyderabad,Tier 1,51,Male,Haircare
CUST04960,2024-05-31,Paid Google,821.56,Bengaluru,Tier 1,38,Male,Skincare
CUST04961,2022-06-15,Paid Instagram,990.3,Hyderabad,Tier 1,45,Female,Personal Care
CUST04962,2022-08-11,Email Referral,211.16,Mumbai,Tier 1,31,Female,Skincare
CUST04963,2023-07-02,Email Referral,182.39,Chennai,Tier 1,33,Female,Personal Care
CUST04964,2022-12-09,Organic Search,216.29,Jaipur,Tier 2,34,Male,Skincare
CUST04965,2024-04-13,Paid Instagram,857.31,Chandigarh,Tier 2,19,Female,Personal Care
CUST04966,2023-01-17,Paid Google,938.76,Kolkata,Tier 1,20,Female,Haircare
CUST04967,2023-12-25,Paid Google,871.99,Delhi,Tier 1,46,Female,Supplements
CUST04968,2022-03-06,Direct,105.02,Hyderabad,Tier 1,52,Female,Haircare
CUST04969,2022-03-07,Paid Instagram,1163.95,Bengaluru,Tier 1,48,Male,Skincare
CUST04970,2022-05-12,Paid Instagram,968.06,Indore,Tier 3,37,Male,Supplements
CUST04971,2022-07-29,Paid Instagram,877.83,Bengaluru,Tier 1,20,Female,Skincare
CUST04972,2024-04-04,Email Referral,318.69,Mumbai,Tier 1,18,Female,Supplements
CUST04973,2022-05-05,Paid Instagram,1019.83,Delhi,Tier 1,47,Female,Haircare
CUST04974,2023-04-29,Paid Instagram,1399.1,Kolkata,Tier 1,26,Male,Supplements
CUST04975,2024-05-31,Paid Google,832.13,Nagpur,Tier 3,23,Female,Skincare
CUST04976,2024-03-30,Organic Search,278.24,Kolkata,Tier 1,49,Male,Personal Care
CUST04977,2023-05-03,Influencer,2109.61,Kolkata,Tier 1,22,Female,Personal Care
CUST04978,2022-03-20,Influencer,1334.39,Mumbai,Tier 1,52,Female,Haircare
CUST04979,2023-10-21,Organic Search,132.15,Pune,Tier 1,35,Female,Haircare
CUST04980,2023-01-05,Paid Instagram,951.75,Mumbai,Tier 1,39,Male,Personal Care
CUST04981,2024-04-07,Direct,114.52,Lucknow,Tier 2,47,Male,Haircare
CUST04982,2023-07-06,Paid Google,942.8,Chennai,Tier 1,49,Male,Personal Care
CUST04983,2024-01-16,Organic Search,149.6,Ahmedabad,Tier 1,24,Female,Personal Care
CUST04984,2023-06-07,Email Referral,188.54,Bengaluru,Tier 1,24,Male,Supplements
CUST04985,2023-02-05,Paid Instagram,819.78,Kolkata,Tier 1,35,Male,Haircare
CUST04986,2023-08-21,Organic Search,116.23,Delhi,Tier 1,38,Female,Personal Care
CUST04987,2022-11-18,Paid Instagram,1337.84,Lucknow,Tier 2,18,Female,Skincare
CUST04988,2023-10-13,Organic Search,171.02,Mumbai,Tier 1,47,Female,Supplements
CUST04989,2023-12-05,Paid Instagram,1015.42,Surat,Tier 2,40,Male,Haircare
CUST04990,2022-10-01,Organic Search,251.86,Bengaluru,Tier 1,20,Female,Personal Care
CUST04991,2023-12-17,Influencer,2061.98,Indore,Tier 3,52,Other,Haircare
CUST04992,2024-01-18,Organic Search,294.69,Mumbai,Tier 1,24,Male,Skincare
CUST04993,2023-04-12,Organic Search,235.83,Jaipur,Tier 2,18,Male,Skincare
CUST04994,2023-09-26,Organic Search,251.96,Bengaluru,Tier 1,22,Other,Haircare
CUST04995,2022-04-19,Paid Google,783.53,Ahmedabad,Tier 1,49,Female,Skincare
CUST04996,2022-10-14,Email Referral,327.54,Mumbai,Tier 1,37,Female,Personal Care
CUST04997,2023-06-19,Influencer,2146.14,Hyderabad,Tier 1,27,Male,Haircare
CUST04998,2022-11-04,Organic Search,292.24,Lucknow,Tier 2,21,Male,Personal Care
CUST04999,2022-04-28,Influencer,2177.63,Jaipur,Tier 2,50,Female,Skincare
CUST05000,2022-06-10,Paid Instagram,1265.93,Bengaluru,Tier 1,36,Male,Haircare
CUST05001,2022-01-30,Email Referral,176.92,Hyderabad,Tier 1,42,Male,Personal Care
CUST05002,2022-09-20,Organic Search,262.17,Pune,Tier 1,21,Male,Skincare
CUST05003,2022-08-22,Paid Google,650.55,Chennai,Tier 1,47,Female,Haircare
CUST05004,2024-05-11,Paid Google,741.81,Pune,Tier 1,19,Female,Skincare
CUST05005,2023-11-28,Paid Instagram,855.95,Delhi,Tier 1,45,Male,Supplements
CUST05006,2022-09-11,Paid Instagram,958.57,Mumbai,Tier 1,40,Male,Supplements
CUST05007,2024-03-17,Paid Instagram,1078.23,Mumbai,Tier 1,23,Male,Personal Care
CUST05008,2022-09-09,Paid Instagram,1342.12,Bengaluru,Tier 1,47,Female,Haircare
CUST05009,2023-01-26,Paid Google,834.5,Jaipur,Tier 2,19,Other,Supplements
CUST05010,2022-05-22,Paid Instagram,1325.2,Bengaluru,Tier 1,27,Female,Skincare
CUST05011,2022-09-22,Email Referral,163.29,Mumbai,Tier 1,19,Male,Skincare
CUST05012,2023-05-16,Paid Google,968.5,Mumbai,Tier 1,31,Female,Skincare
CUST05013,2022-05-12,Paid Google,1088.89,Delhi,Tier 1,37,Female,Personal Care
CUST05014,2023-03-25,Email Referral,339.25,Ahmedabad,Tier 1,41,Male,Supplements
CUST05015,2022-11-20,Organic Search,123.98,Jaipur,Tier 2,44,Female,Supplements
CUST05016,2023-09-29,Organic Search,222.22,Pune,Tier 1,35,Male,Personal Care
CUST05017,2022-03-29,Email Referral,320.2,Chennai,Tier 1,39,Female,Personal Care
CUST05018,2024-06-17,Organic Search,294.25,Bengaluru,Tier 1,43,Female,Supplements
CUST05019,2022-04-20,Paid Instagram,1167.22,Delhi,Tier 1,37,Male,Haircare
CUST05020,2022-05-17,Email Referral,261.03,Delhi,Tier 1,32,Male,Skincare
CUST05021,2023-11-17,Organic Search,225.72,Kolkata,Tier 1,28,Female,Skincare
CUST05022,2024-04-05,Paid Google,622.79,Chennai,Tier 1,49,Male,Skincare
CUST05023,2024-06-22,Influencer,2003.41,Surat,Tier 2,31,Female,Supplements
CUST05024,2023-01-02,Direct,120.37,Delhi,Tier 1,48,Female,Personal Care
CUST05025,2024-03-08,Paid Google,882.75,Chandigarh,Tier 2,34,Male,Haircare
CUST05026,2023-03-14,Paid Instagram,831.72,Bengaluru,Tier 1,45,Female,Haircare
CUST05027,2023-07-14,Paid Google,1080.14,Hyderabad,Tier 1,47,Female,Supplements
CUST05028,2023-05-24,Email Referral,195.57,Hyderabad,Tier 1,40,Male,Supplements
CUST05029,2023-01-24,Organic Search,120.14,Mumbai,Tier 1,25,Female,Supplements
CUST05030,2022-06-10,Paid Instagram,951.97,Lucknow,Tier 2,40,Male,Personal Care
CUST05031,2024-02-13,Paid Instagram,1144.1,Hyderabad,Tier 1,32,Female,Supplements
CUST05032,2023-03-27,Influencer,1536.85,Pune,Tier 1,26,Female,Skincare
CUST05033,2022-10-31,Organic Search,237.13,Delhi,Tier 1,21,Female,Supplements
CUST05034,2024-04-25,Paid Instagram,1208.24,Delhi,Tier 1,37,Female,Supplements
CUST05035,2022-06-08,Direct,107.32,Hyderabad,Tier 1,27,Male,Haircare
CUST05036,2024-03-16,Paid Google,895.77,Lucknow,Tier 2,34,Female,Supplements
CUST05037,2024-03-28,Paid Google,949.32,Bengaluru,Tier 1,40,Male,Supplements
CUST05038,2024-01-21,Email Referral,173.19,Chennai,Tier 1,46,Male,Skincare
CUST05039,2024-06-14,Influencer,1900.67,Bengaluru,Tier 1,27,Female,Skincare
CUST05040,2022-05-16,Influencer,2124.95,Lucknow,Tier 2,35,Male,Haircare
CUST05041,2022-08-02,Paid Instagram,1199.4,Hyderabad,Tier 1,26,Female,Skincare
CUST05042,2024-04-15,Influencer,1133.44,Bengaluru,Tier 1,35,Other,Supplements
CUST05043,2023-02-03,Organic Search,173.32,Bengaluru,Tier 1,23,Female,Personal Care
CUST05044,2022-03-23,Paid Instagram,1378.89,Kochi,Tier 2,40,Female,Haircare
CUST05045,2024-04-03,Organic Search,243.69,Mumbai,Tier 1,28,Female,Supplements
CUST05046,2022-12-13,Organic Search,133.94,Pune,Tier 1,51,Other,Haircare
CUST05047,2023-03-07,Paid Google,997.29,Chennai,Tier 1,29,Female,Haircare
CUST05048,2022-09-29,Paid Google,976.0,Delhi,Tier 1,47,Female,Haircare
CUST05049,2023-06-17,Organic Search,221.58,Indore,Tier 3,29,Female,Supplements
CUST05050,2022-01-13,Paid Instagram,800.85,Mumbai,Tier 1,46,Male,Skincare
CUST05051,2023-10-06,Paid Google,1076.88,Pune,Tier 1,51,Female,Personal Care
CUST05052,2024-05-01,Direct,137.46,Bengaluru,Tier 1,22,Female,Supplements
CUST05053,2022-04-25,Influencer,1491.71,Indore,Tier 3,18,Female,Haircare
CUST05054,2023-04-10,Paid Instagram,1199.16,Delhi,Tier 1,41,Female,Haircare
CUST05055,2023-04-24,Email Referral,315.92,Hyderabad,Tier 1,32,Female,Haircare
CUST05056,2022-07-17,Organic Search,155.03,Surat,Tier 2,23,Male,Supplements
CUST05057,2024-02-25,Paid Instagram,1214.2,Delhi,Tier 1,41,Female,Skincare
CUST05058,2023-02-26,Influencer,1120.39,Chennai,Tier 1,21,Female,Haircare
CUST05059,2023-11-02,Paid Instagram,851.23,Pune,Tier 1,28,Male,Skincare
CUST05060,2024-05-15,Influencer,1407.2,Kolkata,Tier 1,29,Female,Supplements
CUST05061,2024-03-01,Influencer,1358.03,Mumbai,Tier 1,22,Male,Personal Care
CUST05062,2022-04-28,Direct,94.55,Hyderabad,Tier 1,19,Female,Haircare
CUST05063,2023-07-19,Paid Instagram,834.01,Chennai,Tier 1,45,Male,Supplements
CUST05064,2023-04-22,Direct,66.93,Bengaluru,Tier 1,35,Female,Haircare
CUST05065,2022-02-18,Direct,112.53,Hyderabad,Tier 1,45,Female,Supplements
CUST05066,2024-03-11,Influencer,1474.74,Chennai,Tier 1,52,Female,Skincare
CUST05067,2023-08-12,Influencer,1434.03,Kolkata,Tier 1,20,Female,Personal Care
CUST05068,2022-09-12,Paid Instagram,1173.21,Hyderabad,Tier 1,43,Female,Haircare
CUST05069,2022-12-14,Influencer,2102.4,Mumbai,Tier 1,36,Male,Haircare
CUST05070,2024-03-23,Paid Instagram,935.58,Indore,Tier 3,35,Male,Supplements
CUST05071,2023-11-30,Direct,75.93,Kochi,Tier 2,43,Female,Personal Care
CUST05072,2022-09-25,Email Referral,335.81,Ahmedabad,Tier 1,30,Male,Supplements
CUST05073,2024-03-13,Paid Instagram,1368.51,Surat,Tier 2,42,Female,Skincare
CUST05074,2023-11-27,Paid Google,1038.51,Chennai,Tier 1,44,Female,Supplements
CUST05075,2023-04-03,Influencer,1182.91,Bengaluru,Tier 1,23,Female,Personal Care
CUST05076,2022-06-04,Influencer,1418.67,Indore,Tier 3,23,Female,Haircare
CUST05077,2023-04-06,Organic Search,278.55,Chennai,Tier 1,31,Female,Skincare
CUST05078,2022-06-13,Paid Instagram,927.66,Bengaluru,Tier 1,25,Female,Supplements
CUST05079,2023-11-18,Paid Google,1099.17,Pune,Tier 1,34,Other,Personal Care
CUST05080,2022-10-04,Influencer,1422.0,Hyderabad,Tier 1,48,Male,Haircare
CUST05081,2022-03-11,Paid Google,1019.0,Jaipur,Tier 2,41,Female,Haircare
CUST05082,2023-12-15,Direct,63.96,Chandigarh,Tier 2,21,Male,Haircare
CUST05083,2024-01-13,Organic Search,290.57,Delhi,Tier 1,39,Male,Skincare
CUST05084,2023-02-03,Paid Instagram,1394.13,Surat,Tier 2,22,Female,Haircare
CUST05085,2023-07-20,Paid Instagram,1074.7,Jaipur,Tier 2,50,Male,Supplements
CUST05086,2022-04-28,Email Referral,178.37,Bengaluru,Tier 1,37,Female,Personal Care
CUST05087,2022-01-08,Paid Google,992.24,Pune,Tier 1,18,Male,Supplements
CUST05088,2024-04-10,Direct,90.73,Chennai,Tier 1,20,Male,Haircare
CUST05089,2022-10-03,Paid Instagram,1346.13,Mumbai,Tier 1,33,Male,Personal Care
CUST05090,2022-07-13,Paid Google,857.79,Mumbai,Tier 1,45,Male,Supplements
CUST05091,2023-11-27,Organic Search,271.82,Pune,Tier 1,46,Male,Skincare
CUST05092,2024-03-31,Organic Search,108.8,Mumbai,Tier 1,49,Female,Personal Care
CUST05093,2022-10-12,Paid Instagram,948.51,Jaipur,Tier 2,46,Female,Skincare
CUST05094,2024-01-21,Email Referral,295.91,Pune,Tier 1,49,Other,Supplements
CUST05095,2023-07-28,Paid Instagram,1196.19,Hyderabad,Tier 1,42,Female,Personal Care
CUST05096,2024-06-14,Paid Google,778.89,Mumbai,Tier 1,48,Male,Supplements
CUST05097,2024-01-27,Email Referral,344.45,Bengaluru,Tier 1,50,Female,Skincare
CUST05098,2022-10-25,Influencer,1896.88,Kolkata,Tier 1,37,Female,Haircare
CUST05099,2023-01-06,Influencer,1790.54,Surat,Tier 2,34,Female,Personal Care
CUST05100,2022-08-01,Paid Instagram,1211.63,Ahmedabad,Tier 1,29,Female,Haircare
CUST05101,2024-01-01,Paid Instagram,1321.71,Delhi,Tier 1,51,Male,Haircare
CUST05102,2023-07-31,Paid Instagram,808.58,Jaipur,Tier 2,25,Female,Haircare
CUST05103,2022-01-07,Organic Search,154.62,Bengaluru,Tier 1,50,Female,Supplements
CUST05104,2024-03-25,Paid Google,781.69,Chennai,Tier 1,35,Female,Personal Care
CUST05105,2023-01-24,Organic Search,159.34,Hyderabad,Tier 1,44,Female,Haircare
CUST05106,2022-04-12,Influencer,2000.67,Hyderabad,Tier 1,37,Female,Personal Care
CUST05107,2024-03-16,Influencer,2140.72,Jaipur,Tier 2,43,Male,Personal Care
CUST05108,2023-01-30,Organic Search,150.34,Hyderabad,Tier 1,43,Female,Supplements
CUST05109,2023-05-28,Paid Instagram,1357.0,Ahmedabad,Tier 1,26,Female,Supplements
CUST05110,2022-11-25,Paid Google,635.3,Chandigarh,Tier 2,41,Female,Personal Care
CUST05111,2023-08-31,Influencer,1636.42,Chennai,Tier 1,27,Female,Supplements
CUST05112,2022-05-26,Organic Search,186.22,Delhi,Tier 1,41,Male,Personal Care
CUST05113,2022-06-24,Email Referral,257.24,Pune,Tier 1,32,Male,Personal Care
CUST05114,2022-10-10,Email Referral,225.98,Mumbai,Tier 1,48,Female,Personal Care
CUST05115,2023-03-19,Email Referral,157.48,Delhi,Tier 1,28,Male,Skincare
CUST05116,2022-02-26,Paid Google,871.99,Delhi,Tier 1,30,Other,Haircare
CUST05117,2022-01-21,Paid Instagram,865.1,Surat,Tier 2,25,Male,Supplements
CUST05118,2023-02-15,Organic Search,200.35,Bengaluru,Tier 1,38,Female,Personal Care
CUST05119,2022-05-17,Paid Google,777.74,Ahmedabad,Tier 1,43,Female,Skincare
CUST05120,2023-02-26,Paid Google,1068.2,Pune,Tier 1,40,Female,Haircare
CUST05121,2023-04-09,Paid Google,1039.85,Kochi,Tier 2,30,Male,Personal Care
CUST05122,2022-04-02,Organic Search,165.64,Ahmedabad,Tier 1,43,Male,Personal Care
CUST05123,2022-09-11,Direct,70.33,Ahmedabad,Tier 1,52,Male,Supplements
CUST05124,2024-02-02,Organic Search,232.86,Chennai,Tier 1,22,Female,Haircare
